Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
b06ef7b7768a99e08a6a1341ddf6cc629309f6a36b3d8ced71f25aa80f353400,2013-03,City of London Police,City of London Police,,,No location,,,Suspect charged
1614cc28900fa29362f477c5eb442a284fd4a4011b2cde7f91c400eebe7350b7,2013-03,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d8a0c563b06de5fd9087ee617e6289d73d9fc8be177e179407321daa4bd8a048,2013-03,City of London Police,City of London Police,,,No location,,,Offender given penalty notice
d3bdfc69f5bbc3455825b7e2bec11615e357652bfbdf3c09e57459790461b66e,2013-03,City of London Police,City of London Police,-0.098138,51.520609,On or near CARTHUSIAN STREET,E01033490,Islington 022H,Investigation complete; no suspect identified
d62aefa76104f8ef2133849b626fb36329002e515f4a422c68b9f4410e3d4516,2013-03,City of London Police,City of London Police,-0.074793,51.511208,On or near Pedestrian Subway,E01000005,City of London 001E,Investigation complete; no suspect identified
b7f076be7a84757aa431bc1151d215fc8479a0bda286a4a137869cec04c196b9,2013-03,City of London Police,City of London Police,-0.101794,51.516207,On or near NEWGATE STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
ceec589f846a2b11d2bbfdcec1e16823acf37e2f5e41875849d5c89db9a29753,2013-03,City of London Police,City of London Police,-0.110710,51.513914,On or near FLEET STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
78cdbb2951de896462287725a66414e8c87604d97c20861157a938e4bce5b304,2013-03,City of London Police,City of London Police,-0.111132,51.512420,On or near MIDDLE TEMPLE LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
f5bdb5cd4f4f74f1e95b9b8fe7da1d9008447fbf0ee09a990192ab8586f2ac54,2013-03,City of London Police,City of London Police,-0.104134,51.514699,On or near OLD SEACOAL LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
a808f53d9ab6316948083e03ec5fbc1db03a4600f5715872ca834c4138ac7b96,2013-03,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
d8e041a0ac7bb7a3cff92648e3abd19771f10a7983d05898f162b971530396bc,2013-03,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
430b1965490112dbea97781bbddae49e4a97a1706457d91621e540b98cad1ce7,2013-03,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
ce56117e2b645e45408e56299e8cc967b6b5a2e9a6ed932e7e3a2a942470847f,2013-03,City of London Police,City of London Police,-0.073849,51.514457,On or near Pedestrian Subway,E01032767,Tower Hamlets 021F,Investigation complete; no suspect identified
f61c6d8afa97b91c8e548aeddb1c66ef431e0cbe0bff986d3db4f082421debcb,2013-03,City of London Police,City of London Police,-0.110735,51.517836,On or near Further/Higher Educational Building,E01032740,City of London 001G,Investigation complete; no suspect identified
