Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
ef30e6ca4d93b138dd926b4269b93bcf3cad3fbdffb4905853a003c37bbb2972,2014-10,City of London Police,City of London Police,,,No location,,,Suspect charged
aa65e2abd6df5bef33210829dac8185f469ae2dc9928a080253b73351d81ab21,2014-10,City of London Police,City of London Police,,,No location,,,Suspect charged
bcb9f8203f465bc489a1dffd437a26936db02c2b1a396e364d9f7b0876756098,2014-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
8dbe61152a097a08e5bb9036b362cdd89619509e96105f0af3c52a6e366c958e,2014-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
1c0caa06065a7b3cb5208d49b48b6b80de863566dbf2773bc4ace1bc26a75f8b,2014-10,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
ffe857045ee38bec0fb89afb93a0b773faf385496017219f67425725039e7b95,2014-10,City of London Police,City of London Police,-0.088393,51.511332,On or near ABCHURCH LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
87824a81aba7691d5b1edd1597dc652cf925fc9451436b34b7a31d8b372c0b17,2014-10,City of London Police,City of London Police,-0.090203,51.511118,On or near SCOTT'S YARD,E01032739,City of London 001F,Investigation complete; no suspect identified
46e3d347701ee8b58caf24cd412be5fb8d3c85a4a253fc2155ebfcc8cdc32b57,2014-10,City of London Police,City of London Police,-0.100884,51.516966,On or near Hospital,E01032740,City of London 001G,Investigation complete; no suspect identified
e54b3919fbb0a58a43c5e2cdba2205ec875e76320506a152c5019449f96aa1f8,2014-10,City of London Police,City of London Police,-0.106453,51.518207,On or near CHARTERHOUSE STREET,E01000916,Camden 027B,Investigation complete; no suspect identified
5091d4973cb670c733abadaa8b6d10bc0c1c945dc8d2a712e9505442bb6d1c76,2014-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
3dc6fb5cb618eb2c26e8db35bd4929fcb46ce84eb925328a9fbc3777581f926f,2014-10,City of London Police,City of London Police,-0.083618,51.517288,On or near BROAD STREET AVENUE,E01032739,City of London 001F,Investigation complete; no suspect identified
3d4f3509986ddff0db3b56d2045e42926df4e7182807449426ce041f623e6e55,2014-10,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Investigation complete; no suspect identified
247ff71c75632bc0df94f52648f24569da80d2267250ff75837ca01323238b0e,2014-10,City of London Police,City of London Police,-0.084618,51.512682,On or near GRACECHURCH STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
