Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2011-10,City of London Police,City of London Police,-0.112226,51.519074,On or near South Square,E01000914,Camden 028B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.112952,51.518267,On or near Southampton Buildings,E01000914,Camden 028B,Other theft,,
,2011-10,City of London Police,City of London Police,-0.112952,51.518267,On or near Southampton Buildings,E01000914,Camden 028B,Public disorder and weapons,,
,2011-10,City of London Police,City of London Police,-0.113767,51.517372,On or near Stone Buildings,E01000914,Camden 028B,Robbery,,
,2011-10,City of London Police,City of London Police,-0.121381,51.516577,On or near Newton Street,E01000918,Camden 028C,Other theft,,
,2011-10,City of London Police,City of London Police,-0.097170,51.519280,On or near Aldersgate Street,E01000001,City of London 001A,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.097170,51.519280,On or near Aldersgate Street,E01000001,City of London 001A,Criminal damage and arson,,
,2011-10,City of London Police,City of London Police,-0.098519,51.517332,On or near Little Britain,E01000001,City of London 001A,Drugs,,
,2011-10,City of London Police,City of London Police,-0.098519,51.517332,On or near Little Britain,E01000001,City of London 001A,Other theft,,
,2011-10,City of London Police,City of London Police,-0.097170,51.519280,On or near Aldersgate Street,E01000001,City of London 001A,Other theft,,
,2011-10,City of London Police,City of London Police,-0.097170,51.519280,On or near Aldersgate Street,E01000001,City of London 001A,Other theft,,
,2011-10,City of London Police,City of London Police,-0.097170,51.519280,On or near Aldersgate Street,E01000001,City of London 001A,Other theft,,
,2011-10,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.092093,51.516922,On or near Basinghall Street,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.088621,51.518619,On or near Moorfields,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.092456,51.517558,On or near London Wall,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.093948,51.518077,On or near Monkwell Square,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.092093,51.516922,On or near Basinghall Street,E01000002,City of London 001B,Other theft,,
,2011-10,City of London Police,City of London Police,-0.088621,51.518619,On or near Moorfields,E01000002,City of London 001B,Other theft,,
,2011-10,City of London Police,City of London Police,-0.094115,51.516497,On or near Wood Street,E01000002,City of London 001B,Other theft,,
,2011-10,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Other theft,,
,2011-10,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Other theft,,
,2011-10,City of London Police,City of London Police,-0.092093,51.516922,On or near Basinghall Street,E01000002,City of London 001B,Public disorder and weapons,,
,2011-10,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Violent crime,,
,2011-10,City of London Police,City of London Police,-0.095860,51.521660,On or near Fann Street,E01000003,City of London 001C,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.095757,51.521011,On or near Bridgewater Square,E01000003,City of London 001C,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.095757,51.521011,On or near Bridgewater Square,E01000003,City of London 001C,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.095757,51.521011,On or near Bridgewater Square,E01000003,City of London 001C,Other theft,,
,2011-10,City of London Police,City of London Police,-0.095757,51.521011,On or near Bridgewater Square,E01000003,City of London 001C,Other theft,,
,2011-10,City of London Police,City of London Police,-0.076095,51.512462,On or near Vine Street,E01000005,City of London 001E,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.075613,51.514684,On or near St. Botolph Street,E01000005,City of London 001E,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.075613,51.514684,On or near St. Botolph Street,E01000005,City of London 001E,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.078250,51.515033,On or near Houndsditch,E01000005,City of London 001E,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.075613,51.514684,On or near St. Botolph Street,E01000005,City of London 001E,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.076044,51.512650,On or near India Street,E01000005,City of London 001E,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.078250,51.515033,On or near Houndsditch,E01000005,City of London 001E,Criminal damage and arson,,
,2011-10,City of London Police,City of London Police,-0.078250,51.515033,On or near Houndsditch,E01000005,City of London 001E,Criminal damage and arson,,
,2011-10,City of London Police,City of London Police,-0.075613,51.514684,On or near St. Botolph Street,E01000005,City of London 001E,Drugs,,
,2011-10,City of London Police,City of London Police,-0.076080,51.511445,On or near America Square,E01000005,City of London 001E,Drugs,,
,2011-10,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Other theft,,
,2011-10,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Other theft,,
,2011-10,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Other theft,,
,2011-10,City of London Police,City of London Police,-0.076080,51.511445,On or near America Square,E01000005,City of London 001E,Other theft,,
,2011-10,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Other theft,,
,2011-10,City of London Police,City of London Police,-0.076080,51.511445,On or near America Square,E01000005,City of London 001E,Other theft,,
,2011-10,City of London Police,City of London Police,-0.075844,51.511594,On or near Crosswall,E01000005,City of London 001E,Other theft,,
,2011-10,City of London Police,City of London Police,-0.075613,51.514684,On or near St. Botolph Street,E01000005,City of London 001E,Other theft,,
,2011-10,City of London Police,City of London Police,-0.074958,51.514151,On or near Aldgate High Street,E01000005,City of London 001E,Other theft,,
,2011-10,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Violent crime,,
,2011-10,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Violent crime,,
,2011-10,City of London Police,City of London Police,-0.075613,51.514684,On or near St. Botolph Street,E01000005,City of London 001E,Violent crime,,
,2011-10,City of London Police,City of London Police,-0.075613,51.514684,On or near St. Botolph Street,E01000005,City of London 001E,Violent crime,,
,2011-10,City of London Police,City of London Police,-0.076080,51.511445,On or near America Square,E01000005,City of London 001E,Other crime,,
,2011-10,City of London Police,City of London Police,-0.082458,51.517431,On or near Liverpool Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.078488,51.517923,On or near Middlesex Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.084284,51.510671,On or near Eastcheap,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.079613,51.517231,On or near New Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.099800,51.515645,On or near Newgate Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.084657,51.515191,On or near Old Broad Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.085310,51.518511,On or near Eldon Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.080034,51.513389,On or near Leadenhall Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.082965,51.516351,On or near Wormwood Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.089582,51.511495,On or near Cannon Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.082458,51.517431,On or near Liverpool Street,E01032739,City of London 001F,Anti-social behaviour,,
,2011-10,City of London Police,City of London Police,-0.101959,51.513297,On or near Carter Lane,E01032739,City of London 001F,Anti-social behaviour,,
