Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
39c1ee40b673228c8a545f98df3e5540311b11d4d530df4c60fa5dd8b2a34679,2015-05,City of London Police,City of London Police,-0.113256,51.516824,On or near Old Square,E01000914,Camden 028B,Other theft,Investigation complete; no suspect identified,
38c8fe0ce56b595ddddb4cb5b548edcd1455e95ba5c763a5e593b62a7b05d419,2015-05,City of London Police,City of London Police,-0.111497,51.518226,On or near Pedestrian Subway,E01000914,Camden 028B,Other theft,Investigation complete; no suspect identified,
,2015-05,City of London Police,City of London Police,-0.095960,51.517534,On or near London Wall,E01000001,City of London 001A,Anti-social behaviour,,
69fcbe0b835e3f726a037c0fa465ea3052a5917c0b94595e622d5366bae0387a,2015-05,City of London Police,City of London Police,-0.097223,51.515225,On or near St Martin'S Le Grand,E01000001,City of London 001A,Bicycle theft,Investigation complete; no suspect identified,
bcd205e2bd50cfac161aeb20a49c13b61bbf36919e4e84ad5e30b589dabf69a0,2015-05,City of London Police,City of London Police,-0.098062,51.517577,On or near Montague Street,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
94866dcccb79615f93ee7531b021c5a17c6d0baef3851ec6a8e892bbe6d172e7,2015-05,City of London Police,City of London Police,-0.098062,51.517577,On or near Montague Street,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
c00abb529ab871e11c11b4006f80e6cb4a70902797eccf8e61ef933cc296102e,2015-05,City of London Police,City of London Police,-0.097277,51.515307,On or near St Martin'S Le Grand,E01000001,City of London 001A,Other theft,Under investigation,
a8932d254fa9ed8762a510021a2b1aaad69adbc3bcbbf0866474921610d1bd6d,2015-05,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Other theft,Under investigation,
8cb601f198fc33c617b15139f6d4e8f8519e7131e416825cbd781140326ba449,2015-05,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
44981153314de1a8c8656ea51bf7fd15bb2bced162298cc5be707ad76b505a15,2015-05,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Public order,Unable to prosecute suspect,
5df0075c85908e1263843ce4d4e058651eebec39834c3bf1133087d16c0d3303,2015-05,City of London Police,City of London Police,-0.097223,51.515225,On or near St Martin'S Le Grand,E01000001,City of London 001A,Shoplifting,Investigation complete; no suspect identified,
85620298c06a600f7aff040dc666bc398993281b592926ab4e734feb7aa139b9,2015-05,City of London Police,City of London Police,-0.097053,51.518262,On or near Aldersgate Street,E01000001,City of London 001A,Violence and sexual offences,Offender given community sentence,
,2015-05,City of London Police,City of London Police,-0.093057,51.520085,On or near Theatre/Concert Hall,E01000002,City of London 001B,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.091649,51.518938,On or near Park/Open Space,E01000002,City of London 001B,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.089596,51.518743,On or near New Union Street,E01000002,City of London 001B,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.091440,51.519807,On or near Silk Street,E01000002,City of London 001B,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.093919,51.519812,On or near Parking Area,E01000002,City of London 001B,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.093057,51.520085,On or near Theatre/Concert Hall,E01000002,City of London 001B,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.092297,51.518949,On or near Park/Open Space,E01000002,City of London 001B,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.093948,51.518077,On or near Monkwell Square,E01000002,City of London 001B,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.093948,51.518077,On or near Monkwell Square,E01000002,City of London 001B,Anti-social behaviour,,
463e4c8b2dac5c3ea83c141fe9d72897d006ff5627aae00d15649d6858658998,2015-05,City of London Police,City of London Police,-0.093969,51.519300,On or near Park/Open Space,E01000002,City of London 001B,Drugs,Offender given a drugs possession warning,
cc3943c1c83edfc83e47c6ec83a7b52590b5630306719577675c04628680afba,2015-05,City of London Police,City of London Police,-0.093969,51.519300,On or near Park/Open Space,E01000002,City of London 001B,Drugs,Offender given a drugs possession warning,
293f52de1f38039ca7012233be03ddd3865c7b31e5e9e396f4aef0e892931317,2015-05,City of London Police,City of London Police,-0.093969,51.519300,On or near Park/Open Space,E01000002,City of London 001B,Drugs,Offender given a drugs possession warning,
0f137f9e76cab24653af3e08b9f52947427f86b7bcc2c1919dde1dc8af5225ea,2015-05,City of London Police,City of London Police,-0.093969,51.519300,On or near Park/Open Space,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
317b982843a51a43864fcd20c92c300a2551db5d0ebcf1a7e459cea319a85363,2015-05,City of London Police,City of London Police,-0.088621,51.518619,On or near Moorfields,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
038b6cfdf8d221a08fb95200c391c07ca4fb1e4c914e3553630e33bb4728b36a,2015-05,City of London Police,City of London Police,-0.090348,51.519358,On or near Moor Lane,E01000002,City of London 001B,Other theft,Under investigation,
d1d5458d407990188d36a1fa2f8d49446f2bf2555f98c2f488ce17679a93d9eb,2015-05,City of London Police,City of London Police,-0.088621,51.518619,On or near Moorfields,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
38cf88e01c27d038ffed0b0e927cbfc9518d7a609e044bc524cbbba288fb5f53,2015-05,City of London Police,City of London Police,-0.092517,51.520580,On or near Whitecross Street,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
d94928e747e758e2a88ef1a944bd29a4f3fca76a5bfad6c159bc6c313fd53dca,2015-05,City of London Police,City of London Police,-0.093057,51.520085,On or near Theatre/Concert Hall,E01000002,City of London 001B,Theft from the person,Investigation complete; no suspect identified,
ffa9086735220ab50f1de3b8907d72098d405f69a6a34f7eb8a521d198a7ce99,2015-05,City of London Police,City of London Police,-0.093057,51.520085,On or near Theatre/Concert Hall,E01000002,City of London 001B,Theft from the person,Investigation complete; no suspect identified,
fece6bfae0e3ddeb2cedb5268913168ff381a2026ef70fc926fefc6b9d4290d4,2015-05,City of London Police,City of London Police,-0.088621,51.518619,On or near Moorfields,E01000002,City of London 001B,Theft from the person,Investigation complete; no suspect identified,
c73f549d5b6638bd1f9579990692c3582f970842d5f19f919c2edb0bf9274004,2015-05,City of London Police,City of London Police,-0.095400,51.515753,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Vehicle crime,Under investigation,
ae419159db0f629c275c5be1e94f18fe04db9e603ab9a273b21ffeff164f13af,2015-05,City of London Police,City of London Police,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Vehicle crime,Investigation complete; no suspect identified,
f321a520daa3337778e7fc7919120d6fc25a4438d171d2d7f2ba2b133014bac3,2015-05,City of London Police,City of London Police,-0.090348,51.519358,On or near Moor Lane,E01000002,City of London 001B,Violence and sexual offences,Offender given community sentence,
47d2949d39beff0571ec4f7d0c4db8fc390997eafdd3400ee40d20d60014321b,2015-05,City of London Police,City of London Police,-0.092723,51.517032,On or near Aldermanbury Square,E01000002,City of London 001B,Violence and sexual offences,Unable to prosecute suspect,
79d5710a0e639de0c6d8d682ebaab4dcfd45018dd438213c630f215053135d27,2015-05,City of London Police,City of London Police,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Violence and sexual offences,Unable to prosecute suspect,
,2015-05,City of London Police,City of London Police,-0.096114,51.520747,On or near Park/Open Space,E01000003,City of London 001C,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.096114,51.520747,On or near Park/Open Space,E01000003,City of London 001C,Anti-social behaviour,,
7fc1543709ece99a3a8f728f9a2872ce566fa14c89d36df2c680c9424ca6f469,2015-05,City of London Police,City of London Police,-0.095377,51.520789,On or near Bridgewater Street,E01000003,City of London 001C,Bicycle theft,Investigation complete; no suspect identified,
72399212884dd281641965c81e81dce3466e1cab66f100191c36d9edc12ccf18,2015-05,City of London Police,City of London Police,-0.095860,51.521660,On or near Fann Street,E01000003,City of London 001C,Burglary,Investigation complete; no suspect identified,
e6d14954cc6d845af40fa5a7e8f179fb8e5da0081363deaba8583ab73cbac37e,2015-05,City of London Police,City of London Police,-0.095377,51.520789,On or near Bridgewater Street,E01000003,City of London 001C,Criminal damage and arson,Investigation complete; no suspect identified,
3dc56218da7b55aeee133947dc2baa498200ed6020c832a46b91d2ddef91ccaf,2015-05,City of London Police,City of London Police,-0.094468,51.521853,On or near Golden Lane,E01000003,City of London 001C,Other theft,Investigation complete; no suspect identified,
30664d89c3ac028d7e815ed1e72dfaac813525c172aff2eb6d44ba2083dc3765,2015-05,City of London Police,City of London Police,-0.095377,51.520789,On or near Bridgewater Street,E01000003,City of London 001C,Theft from the person,Investigation complete; no suspect identified,
d8b89f0426fe1a16da224285c5cf1df6da8fc73462a355ebba3538b05560669f,2015-05,City of London Police,City of London Police,-0.095377,51.520789,On or near Bridgewater Street,E01000003,City of London 001C,Theft from the person,Investigation complete; no suspect identified,
7c6619620e65e943736bc80e195cb9f76c5cd6b5d5e5ea610a9a90701b3e3b3f,2015-05,City of London Police,City of London Police,-0.095377,51.520789,On or near Bridgewater Street,E01000003,City of London 001C,Theft from the person,Investigation complete; no suspect identified,
d300933d3c04e2c972df87aa0fd3617098675010a83d99392a2d1f4b659a97ef,2015-05,City of London Police,City of London Police,-0.095860,51.521660,On or near Fann Street,E01000003,City of London 001C,Theft from the person,Investigation complete; no suspect identified,
2bc9e3f2ac9e3378b06c26a36bfefbc1563d2452f522483bca4fb8729c6763ba,2015-05,City of London Police,City of London Police,-0.095860,51.521660,On or near Fann Street,E01000003,City of London 001C,Other crime,Under investigation,
,2015-05,City of London Police,City of London Police,-0.076270,51.515504,On or near Gravel Lane,E01000005,City of London 001E,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.076270,51.515504,On or near Gravel Lane,E01000005,City of London 001E,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.073230,51.510004,On or near Mansell Street,E01000005,City of London 001E,Anti-social behaviour,,
dcef218d53e4921103a596fb63045f5a3e7e8daef47819f13cb3c571261c3277,2015-05,City of London Police,City of London Police,-0.074613,51.512060,On or near Haydon Street,E01000005,City of London 001E,Bicycle theft,Investigation complete; no suspect identified,
b6bc5433ee90c28664c75a0fa91f1c6b74fad6b8e4e995e3449d71d8a1bf7e6e,2015-05,City of London Police,City of London Police,-0.079607,51.515657,On or near St Mary Axe,E01000005,City of London 001E,Burglary,Under investigation,
834de4a8c91f2ad18a72a703fdf2d7bff02d01b3a2e01cc025f487b1ad28e51a,2015-05,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Burglary,Investigation complete; no suspect identified,
17015c4ea9f8d7678fb4cec19ecdf3e88c466a7524f3248c9fcd08650a6ef4e2,2015-05,City of London Police,City of London Police,-0.079607,51.515657,On or near St Mary Axe,E01000005,City of London 001E,Burglary,Investigation complete; no suspect identified,
b711ac70d31c5bb2be84b85a84270b59b786053202ee6939da39a3585addbc19,2015-05,City of London Police,City of London Police,-0.075146,51.513435,On or near Bus/Coach Station,E01000005,City of London 001E,Criminal damage and arson,Investigation complete; no suspect identified,
989188e60c90a610847674b5e2741dbdf47fdd3ba695078b33b01809182837ff,2015-05,City of London Police,City of London Police,-0.077596,51.515849,On or near Artizan Street,E01000005,City of London 001E,Drugs,Offender given a drugs possession warning,
dda2ad10439bf83c97b8ee829863bde3290663bd2bb6bb75626e6018984e6947,2015-05,City of London Police,City of London Police,-0.074330,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Drugs,Offender given a drugs possession warning,
6fb22faf0397f44789fb9310fed69f83a8ef78e010d50b62d2b9b77a91343ba3,2015-05,City of London Police,City of London Police,-0.077451,51.515523,On or near White Kennett Street,E01000005,City of London 001E,Other theft,Unable to prosecute suspect,
0d1e9eec6f811efcc791e776a3c8f9417d0a1a76f2b945a033421e5d597bee5f,2015-05,City of London Police,City of London Police,-0.077224,51.516122,On or near Shopping Area,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
0d6528fc309518d9cbbb35d4ff86cc8797bd5b12b3814150f41e0fb4efac199c,2015-05,City of London Police,City of London Police,-0.076044,51.512650,On or near India Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
faad17e8759f439331ed0517f6cacd5b872078ab87399a05295f5e9e238c45f8,2015-05,City of London Police,City of London Police,-0.075146,51.513435,On or near Bus/Coach Station,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
61128afad08d928486fc966991cc718c93090d5aa5ba7c1657e2f7f59229159f,2015-05,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
fabf022b8780fd81036ff910eaa9ef885d0ad519018830baa51e324ec030e39c,2015-05,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
77141bf8791a9beeeb847bc1f4188600bba87523be91ddf7035fb767cc9b3cfe,2015-05,City of London Police,City of London Police,-0.074793,51.511208,On or near Pedestrian Subway,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
d856f768a9780c453604b71354611127274787a2a1b58ae12c681b3362cbe8aa,2015-05,City of London Police,City of London Police,-0.076592,51.514367,On or near Pedestrian Subway,E01000005,City of London 001E,Other theft,Unable to prosecute suspect,
012244a6bc944ba7e0d7c92da7d5a2aa3e492696252e468d9a9ce76abc4a6238,2015-05,City of London Police,City of London Police,-0.079607,51.515657,On or near St Mary Axe,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
40d67dd09143d6f51c9dd42d2a4f02c19828809f3035d1952d89765cbe6729d0,2015-05,City of London Police,City of London Police,-0.073152,51.512206,On or near Mansell Street,E01000005,City of London 001E,Shoplifting,Unable to prosecute suspect,
bc16d6f456fdb509d26061e02e4759aeccc75c1c934b56305ebcf33fc495871b,2015-05,City of London Police,City of London Police,-0.073515,51.510414,On or near Parking Area,E01000005,City of London 001E,Vehicle crime,Investigation complete; no suspect identified,
5acc1a564b96e28b78c235e994fa95e40fe4071c59f83a0e918472969e06099d,2015-05,City of London Police,City of London Police,-0.076044,51.512650,On or near India Street,E01000005,City of London 001E,Vehicle crime,Unable to prosecute suspect,
29b19088702bb2820784a6e2b8922383b6a4196d6d78200b6523a28aa4154e32,2015-05,City of London Police,City of London Police,-0.074613,51.512060,On or near Haydon Street,E01000005,City of London 001E,Vehicle crime,Investigation complete; no suspect identified,
3dd12935498226b3c3ca49d307849d68c16d3c1d358eb2be7b2ef7b56e82743e,2015-05,City of London Police,City of London Police,-0.077451,51.515523,On or near White Kennett Street,E01000005,City of London 001E,Violence and sexual offences,Investigation complete; no suspect identified,
bdb0b2d4cdbfa653969b6003600b5271e8928605e84a5a2dec96ac8745fdb543,2015-05,City of London Police,City of London Police,-0.077224,51.516122,On or near Shopping Area,E01000005,City of London 001E,Violence and sexual offences,Unable to prosecute suspect,
02637f74bbcdf7e819f99ea12fc0fcd060f82afb7428785d33240d6dac6791ac,2015-05,City of London Police,City of London Police,-0.074330,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Other crime,Offender sent to prison,
dc005ba02fded938212cc215a5a07ffd1898bf44efdd06dbfa6e0cdaac4ab358,2015-05,City of London Police,City of London Police,-0.074330,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Other crime,Offender sent to prison,
,2015-05,City of London Police,City of London Police,-0.097213,51.511322,On or near Castle Baynard Street,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.085257,51.511200,On or near Talbot Court,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.082722,51.518029,On or near Pedestrian Subway,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.078308,51.518091,On or near Widegate Street,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.096363,51.513377,On or near New Change,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.085257,51.511200,On or near Talbot Court,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.093796,51.512391,On or near Pedestrian Subway,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.097213,51.511322,On or near Castle Baynard Street,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.092926,51.511477,On or near Queen Street,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.095037,51.510621,On or near Queenhithe,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.082628,51.518189,On or near Sun Street Passage,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.086051,51.513569,On or near Finch Lane,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.083618,51.517288,On or near Broad Street Avenue,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.092865,51.510182,On or near Parking Area,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.080389,51.512820,On or near Billiter Street,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.078856,51.518433,On or near Artillery Lane,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.091494,51.510924,On or near College Street,E01032739,City of London 001F,Anti-social behaviour,,
,2015-05,City of London Police,City of London Police,-0.082527,51.512027,On or near Cullum Street,E01032739,City of London 001F,Anti-social behaviour,,
