Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f980a90755f11631dd0f6180397ed23633359c601710cbe8dc8406ada7082609,2013-09,City of London Police,City of London Police,-0.084199,51.513394,On or near CORNHILL,E01032739,City of London 001F,Suspect charged
7f373f94cea8c8d2e427fa62c8f0d163579fa9514f1f38481070aa5094102daf,2013-09,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Suspect charged
f989d11f7f1e1fd77828bafe05af3695ab8c17475685c48ee57c664074fe9149,2013-09,City of London Police,City of London Police,-0.097277,51.515307,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Suspect charged
99527aa3e379f6df2dc0c48efa7c259d90cd2d222e3c3fb92196fc431af5abda,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
7acc304c9ec4536f7c760a6785a99920a8f812b271aa4c3d0809713b12951c0c,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
8c41a3bb2567db3fa37337349bf3177875724359f0c5330886c74b4f7936cb94,2013-09,City of London Police,City of London Police,-0.084199,51.513394,On or near CORNHILL,E01032739,City of London 001F,Suspect charged
7cccf7a5fe62df388b7652bb7fd307a78610c8d747d5ab9174bb47fdcc2765e9,2013-09,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Suspect charged
58988982513ddd4092c09a448308efdb01c697460f690fb137ebfd675ddff360,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
c859c847ac0608925e6230c454a746d7b1b02db4a7e97a7e44b85273ec751e78,2013-09,City of London Police,City of London Police,-0.092719,51.512652,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Suspect charged
9897499220eed3922c86a475fadcf7c16142a65bcbf11c21d5700dbec86abdc9,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
796bcc64014cedf41b765911142b828e30cb2b3b75998f448beb97fdc609daba,2013-09,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Suspect charged
93b6625fc0f606eae88d77d95b19beb8dc587298918ac137da5bfcd666853709,2013-09,City of London Police,City of London Police,-0.086166,51.510828,On or near EASTCHEAP,E01032739,City of London 001F,Suspect charged
60e50a9ddc900e97975b23ff95f523ba64f5b05d9931afbeb357b82d88bd34e2,2013-09,City of London Police,City of London Police,-0.089435,51.511223,On or near BUSH LANE,E01032739,City of London 001F,Suspect charged
c859c847ac0608925e6230c454a746d7b1b02db4a7e97a7e44b85273ec751e78,2013-09,City of London Police,City of London Police,-0.092719,51.512652,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Suspect charged
a6818c7c0f8cfa7d221bf4b243f02d583c478330d71a23c95751d4ea9083dc64,2013-09,City of London Police,City of London Police,-0.088621,51.518619,On or near MOORFIELDS,E01000002,City of London 001B,Suspect charged
fe54c771fac5ae23efa65b379195cb23460a02f92209bdb07c7db5700322133b,2013-09,City of London Police,City of London Police,-0.085355,51.510563,On or near PUDDING LANE,E01032739,City of London 001F,Suspect charged
09f4fa40eeef400f1cf8931cd99e56a3cfd895d9f08c81aa9dfba4441c323f04,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Suspect charged
27f008f7700b3ebe9b7054f0119d30ee901b5c339fe95ebac374137309b989a2,2013-09,City of London Police,City of London Police,-0.085149,51.517196,On or near BLOMFIELD STREET,E01032739,City of London 001F,Suspect charged
be59fccbece5a2228940e014edfdfa5c456e8ca1d8a9911c5d7f48f76caeb691,2013-09,City of London Police,City of London Police,-0.092625,51.513865,On or near CHEAPSIDE,E01032739,City of London 001F,Suspect charged
199b2fae891f91b70b256ed89ffbde3dc378068ad8d5dbe3d909d032e60ba592,2013-09,City of London Police,City of London Police,-0.092625,51.513865,On or near CHEAPSIDE,E01032739,City of London 001F,Suspect charged
58158b877b1935911357efa0ddb8cb57ea4758cdfbd143149ed6d47d072f4d7d,2013-09,City of London Police,City of London Police,-0.092625,51.513865,On or near CHEAPSIDE,E01032739,City of London 001F,Suspect charged
073f597725c7f433013404736f28fe11fbc3dfa88c5d7c5fc746ed4a4c546bce,2013-09,City of London Police,City of London Police,-0.092625,51.513865,On or near CHEAPSIDE,E01032739,City of London 001F,Suspect charged
e25bf99a37472352046bee7a8a6e1759e6fcd294864a1d30c6eb7e5d2cfdd41c,2013-09,City of London Police,City of London Police,-0.105561,51.510873,On or near Ferry Terminal,E01032740,City of London 001G,Suspect charged
f6b311ce123c2b600397d866d4f8c6ed06ca81086f6330ba60386a532dd68519,2013-09,City of London Police,City of London Police,-0.092625,51.513865,On or near CHEAPSIDE,E01032739,City of London 001F,Suspect charged
c7621988615b1d48bc19417281e42deb0c99f7598c646b65f7d5fe4718469fd4,2013-09,City of London Police,City of London Police,-0.086051,51.513569,On or near FINCH LANE,E01032739,City of London 001F,Suspect charged
573b538edc822edd989c52c983bebcb8c529744c46405c63c890e7ca490b176c,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Suspect charged
d42f9c27fdedb15a26491b2f7f5df0ee0b24bde19600b7640eb3251ab158c02a,2013-09,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Suspect charged
281e2241c56307a294b07b48987212f3c3f589105501daaa80b269d18be64613,2013-09,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Suspect charged
feca0fe12522398af9bcd139f7017f7c2c93783e0a4672cce9d3f0ead1215145,2013-09,City of London Police,City of London Police,-0.095400,51.515753,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Suspect charged
7b95300a7310254ee98c1e248b9c76e83086bae8aab8cecb9ecc5c5d25f84ce1,2013-09,City of London Police,City of London Police,-0.086278,51.509876,On or near FISH STREET HILL,E01032739,City of London 001F,Suspect charged
59492606a9e1197fa6991059a83259e459efec47345dba4be8a69bc0e7a385f3,2013-09,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Suspect charged
12fd26853cfdfd1c517cad4aa75fe39aeb7ed881901e5fa349e7b654d9285c1c,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Suspect charged
d8c334dec8e061eb35ff9a0ef7858e0607ec4d711106e85323e41d18cfabbb06,2013-09,City of London Police,City of London Police,-0.087118,51.513199,On or near Nightclub,E01032739,City of London 001F,Offender given a caution
6c30541328406f7cc62de5ba49a061e0885e47f701dad8d720d8fc101ddc3ac3,2013-09,City of London Police,City of London Police,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Suspect charged
a790ccd3313fa2490fc485192811207c49eb70e06afd8f41a3681ebb49e595ba,2013-09,City of London Police,City of London Police,-0.101073,51.513453,On or near CREED LANE,E01032739,City of London 001F,Suspect charged
a790ccd3313fa2490fc485192811207c49eb70e06afd8f41a3681ebb49e595ba,2013-09,City of London Police,City of London Police,-0.101073,51.513453,On or near CREED LANE,E01032739,City of London 001F,Suspect charged
3792814ced4a1d937ec2c38312e5e89d54d128c1883a5fa83a6a505337f753b4,2013-09,City of London Police,City of London Police,-0.083417,51.513148,On or near WHITTINGTON AVENUE,E01032739,City of London 001F,Investigation complete; no suspect identified
916c057899fda809f353a3d7b4e723cb6737bceda0bc7fe8c53edd3c11a16978,2013-09,City of London Police,City of London Police,-0.076044,51.512650,On or near INDIA STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
5e3f875d9f18460483d7adf6a5a8f45a786284070c86713a4badf780dd3c55f0,2013-09,City of London Police,City of London Police,-0.073152,51.512206,On or near MANSELL STREET,E01000005,City of London 001E,Offender given a caution
5eae1ba0ef63113b751f06e9044f795e7a832a63092ae447982f6ee43bb594e5,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
50d9a7be5077d3444b4bcebd6d604ad3d6b3b8074524bdf4df612fb1bef36b25,2013-09,City of London Police,City of London Police,-0.080728,51.511611,On or near Supermarket,E01032739,City of London 001F,Offender given a drugs possession warning
16a37dd8d14d9a7014e2fa6b51cafa775a39f28eec2e53b0afc6b39474c4c6be,2013-09,City of London Police,City of London Police,-0.107148,51.511879,On or near TALLIS STREET,E01032740,City of London 001G,Offender given a drugs possession warning
1b0ad7a4d7e6ad1aa285a440b3207cff91daa9a8852454137348c4ce214447bc,2013-09,City of London Police,City of London Police,-0.078718,51.521038,On or near NORTON FOLGATE,E01004307,Tower Hamlets 015B,Offender given a drugs possession warning
8d8aa49659b4908c1d36c262e42ed53e459c6bae66bacbf85d460d699af2c8f7,2013-09,City of London Police,City of London Police,-0.078718,51.521038,On or near NORTON FOLGATE,E01004307,Tower Hamlets 015B,Offender given a drugs possession warning
a3d800223192f6d00c4b1f97cf6d6acc372dfa0c2857cbc13cce38a1d8fe4a55,2013-09,City of London Police,City of London Police,-0.091084,51.513830,On or near OLD JEWRY,E01032739,City of London 001F,Offender given a drugs possession warning
394310291c4bb37fde9f90c76d62192add31013290644a6f60f3724eb38e9734,2013-09,City of London Police,City of London Police,-0.074330,51.513647,On or near LITTLE SOMERSET STREET,E01000005,City of London 001E,Offender given a drugs possession warning
f961c6eeb93dcb3ec97424035aa35f4a2e5fc2a6442142800e4881ca86632fe0,2013-09,City of London Police,City of London Police,-0.077300,51.512607,On or near CARLISLE AVENUE,E01032739,City of London 001F,Offender given a drugs possession warning
6eaddeab20eedf1e7ba01171873a5a9595dbc5c6f3bbe6f0d405f70b3b53bb99,2013-09,City of London Police,City of London Police,-0.077300,51.512607,On or near CARLISLE AVENUE,E01032739,City of London 001F,Offender given a drugs possession warning
a4d571aa18c73630dd0c8ff7201947de33ba7d0db21e5bd75785ffc9e406eb1e,2013-09,City of London Police,City of London Police,-0.108283,51.517526,On or near Supermarket,E01032740,City of London 001G,Offender given a drugs possession warning
cd1d0937910c8a4b9d28a73c6edadf2613d84d60a421725c9b984cbfc27ddf02,2013-09,City of London Police,City of London Police,-0.097210,51.523156,On or near BALTIC STREET WEST,E01033490,Islington 022H,Offender given a drugs possession warning
5742e7ce8e74a9283d363f1fae61737113347bc49e3e5b1f8d5592f24dbcb2fe,2013-09,City of London Police,City of London Police,-0.080573,51.516006,On or near OUTWICH STREET,E01032739,City of London 001F,Offender given a drugs possession warning
c9a8fe66de763b9ea4f703491e7b792e07c234a87225bf6388dba119415bf82b,2013-09,City of London Police,City of London Police,-0.085014,51.509775,On or near MONUMENT STREET,E01032739,City of London 001F,Offender given a drugs possession warning
05ff211806886599488308eceb3d0fa53cd8a832c629b73f3a7d0f059ee1a8bf,2013-09,City of London Police,City of London Police,-0.077300,51.512607,On or near CARLISLE AVENUE,E01032739,City of London 001F,Investigation complete; no suspect identified
e6c3dc36cda1fe4de7b0e80423b7ccb27401d6e99d4bb4e0ef270d41e140a7fd,2013-09,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Offender given a drugs possession warning
a969bedf88a5378ef070cd66f5b6e4a1de1b9fbd3ed27c8f6fc1d45d5be4fa55,2013-09,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Offender given a drugs possession warning
d2232e4b7be392d2956543c5206ac521afa29763903a108ebe7d9ec687734f36,2013-09,City of London Police,City of London Police,-0.086051,51.513569,On or near FINCH LANE,E01032739,City of London 001F,Offender given a drugs possession warning
da675ae633b872f76875c8cc4ec10052810931fde515503f7a2b04cbee55faf9,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
df09ad3e100a454c85e5a2ad840d27e11b0682c5a2e88facad175984c0abf8d9,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
c15a26848206fe72c166af9f0d57de669f42cd8fd4956a4eb7b80c8190b00609,2013-09,City of London Police,City of London Police,-0.092719,51.512652,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Suspect charged
1ff266bbda949d9999e67699de54aba0c41d1becae4c8ebe54498f49b18d23d1,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
11739176f34b7291c3a76917bac16218807a9f75fc53928b5c3a6adeec842338,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d351ab6f72c0efba3162c274feadd4109000a9dfd0a7de8fcd256a6416d68fc2,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
51d6e47adcf10fba0198c034e8d9f498174d9916498a695832db6833bf99fe53,2013-09,City of London Police,City of London Police,-0.110471,51.517265,On or near FURNIVAL STREET,E01032740,City of London 001G,Suspect charged
51d6e47adcf10fba0198c034e8d9f498174d9916498a695832db6833bf99fe53,2013-09,City of London Police,City of London Police,-0.110471,51.517265,On or near FURNIVAL STREET,E01032740,City of London 001G,Suspect charged
0c507caf9daf06a4a7b8494250013bc9b5306c2631bce9ad9d69ca244fe436e6,2013-09,City of London Police,City of London Police,-0.104134,51.514699,On or near OLD SEACOAL LANE,E01032740,City of London 001G,Suspect charged
1cf8dc48c8468e972689669b16339e8a82d29323e7ce94a2e4d657df0e804be8,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Suspect charged
48269952db3ae04796f1c91a726673cdec1fe7b34669936b0b38d37fa10905f2,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Suspect charged
14d678d2bec47f47fe47f31c24498a1ffceaf610321548b82202ff2eda9f9d07,2013-09,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Offender given a drugs possession warning
b946861b9aa7b7644b1f919e106e6c98aac3453c618d03a9fe657a6419f4417a,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
39e3124df1d2f4b0c6d3f0fd59bcdd7a4c26afd1cb8a0be53bd5f3d17cdc0d45,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
0224561991ba41f604d6c12bb1ca86e8434743666066fcb54fe4ce437c56d9e5,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
9182aa10a72dbd96c224e5091e2fa7cfc9c347f120edccdb9d3e2e8dc0e5f9e7,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d8151f1288f4ade38a8ec4c1a289163e86a52a8d097ba5f7373810fa4dc89e9d,2013-09,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Suspect charged
9c4fc8f0d74bc01e7edd9cf3232da1a152df80507f602d1f410f0937e6a5a1ab,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
3c90c867c7f0b1c66b0af7ae0fdacabd14eca1752512b9d2266a84892be96df3,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Suspect charged
3ed920e0e589cf4e55b4871c0da7a8f52835f7c5663b043e8aa9e153889865c9,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
e3b7560a3722ea6cd46de6d8f63a53f0ed306521146f9a9b645d01ba1902cb6b,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
3a2ec2e663683e47bbb7c23d98ff103474cc78c84f7996601ea112622b8c9d3a,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
80dc59b0c5b6507afcc8babb52c44f6d80ac18a40dba7d2a6c5d874f5856f2e2,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
159c88f0567336544c5648e1b68c0cf94fae3e752be2c559cc7dc6496ad3bd01,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
bb15eac62d9649e3ba7c926c67c42ad27268a47492dafaf4d317b29ab433c66e,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
978403824f7e1ab0bedea1cbcc9e2fdc63d3ee60d26a8f688e4205f83df671ea,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
356b8367d7d3bf6ab04b99652210500bd6cf667bf2f0582893da77c8eb1a81ef,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
40ff442da58660d292ef8c93177c7ab461bab3a90c6c4f6464b4ddcfd7dba17c,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
0c6cd2f70faecd18e67fc1856f7441b4466c165ce4c2a1c4fed9905b88b2af79,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
48da1ac111662ceeef8beb616c140da00200f827108ba36c0e35654a2654caf1,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
50ac727904bedfecb557ea9ca16986a015e06803ffc0e86fbaa65e2873815d40,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
daec88bba4ff22738085ecbf81716e9b41f5f32b3f572886d3fd16ddbf458e4c,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
2c19a68b616d1d187cc7b3f9d89b893476691f00d42716ebee6c115d4b59a63d,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
a6ab6f73549f46aa838ac2db1eefc8b65223f2419c7194b5b9cdfdf93c6bdcfe,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
cf3c2321166ff22864132f387acf1a9ae95f3ee0fc717ad293fd81c092aa1592,2013-09,City of London Police,City of London Police,-0.085014,51.509775,On or near MONUMENT STREET,E01032739,City of London 001F,Suspect charged
5b4a14a572f26a57ffcff2069eaf7feb6af982f7a3e479895ff609536e7aa651,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
851360c10baaae79dfd2f7cc432f009eb81455cdca5b47c771bf5e9cc9296dfc,2013-09,City of London Police,City of London Police,-0.089040,51.512745,On or near MANSION HOUSE PLACE,E01032739,City of London 001F,Suspect charged
069c92be08172932d3721f2ce6b908004a07eb2ff18807f91c8874f4aaa3caec,2013-09,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Suspect charged
4a7235deb3bff3390a9828fb6beccca2d93e6df68d6176d5542934dc90ee4c22,2013-09,City of London Police,City of London Police,,,No location,,,Defendant found not guilty
99484fe658588900ddff0271b4df307f2d0f1eaa2bf7e569e047fcad0711f391,2013-09,City of London Police,City of London Police,-0.082527,51.512027,On or near CULLUM STREET,E01032739,City of London 001F,Offender sent to prison
c673539d92a6ed7fd3ef54396be25dce506a633a58707c21fd43a285a4246bc5,2013-09,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Defendant found not guilty
855bca8f58e447d1995cb526ef18adfa58453aec359d653b42d416c2211862ae,2013-09,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Offender otherwise dealt with
6f4f6f1f26de500c31b219a77982cc04abe790b3e9c56dd1da52b8b2bf1de737,2013-09,City of London Police,City of London Police,-0.084095,51.516900,On or near NEW BROAD STREET,E01032739,City of London 001F,Defendant found not guilty
573b538edc822edd989c52c983bebcb8c529744c46405c63c890e7ca490b176c,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender given conditional discharge
b6f371226928cc0d6029a9d13ba5b674c5b00f8bfc64648633c8c72b17b61ec0,2013-09,City of London Police,City of London Police,-0.083506,51.509993,On or near ST MARY AT HILL,E01032739,City of London 001F,Offender otherwise dealt with
fe54c771fac5ae23efa65b379195cb23460a02f92209bdb07c7db5700322133b,2013-09,City of London Police,City of London Police,-0.085355,51.510563,On or near PUDDING LANE,E01032739,City of London 001F,Offender sent to prison
27f008f7700b3ebe9b7054f0119d30ee901b5c339fe95ebac374137309b989a2,2013-09,City of London Police,City of London Police,-0.085149,51.517196,On or near BLOMFIELD STREET,E01032739,City of London 001F,Offender sent to prison
48269952db3ae04796f1c91a726673cdec1fe7b34669936b0b38d37fa10905f2,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender given community sentence
cf3c2321166ff22864132f387acf1a9ae95f3ee0fc717ad293fd81c092aa1592,2013-09,City of London Police,City of London Police,-0.085014,51.509775,On or near MONUMENT STREET,E01032739,City of London 001F,Offender given conditional discharge
c0a6c883b041472403b13ec15ef9a7bb96dbe7c19f5d4d736dbdc17cc2326e70,2013-09,City of London Police,City of London Police,,,No location,,,Defendant found not guilty
c673539d92a6ed7fd3ef54396be25dce506a633a58707c21fd43a285a4246bc5,2013-09,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Defendant found not guilty
c22679f5dd755eee3d8bd4cb6009821eb758db6786985d1bd548389d4ce0a972,2013-09,City of London Police,City of London Police,-0.084723,51.514986,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Offender sent to prison
0fa340ff3c73cb380e7ddc4f19c6f1edd5ceb47f5434d308f6570a21cf8cdcda,2013-09,City of London Police,City of London Police,-0.074901,51.506255,On or near A100,E01004293,Tower Hamlets 027B,Offender fined
e25bf99a37472352046bee7a8a6e1759e6fcd294864a1d30c6eb7e5d2cfdd41c,2013-09,City of London Police,City of London Police,-0.105561,51.510873,On or near Ferry Terminal,E01032740,City of London 001G,Offender fined
e1bc6a143b541e97df7704bb4692313ae11b9a84e369df8792ba121498d45323,2013-09,City of London Police,City of London Police,-0.098138,51.520609,On or near CARTHUSIAN STREET,E01033490,Islington 022H,Offender sent to prison
51e8cc942eb393632ad81a6881ecd0560b754b5b026ca10e2be6428680018877,2013-09,City of London Police,City of London Police,-0.084095,51.516900,On or near NEW BROAD STREET,E01032739,City of London 001F,Offender sent to prison
c65f48041cdb57da5cec85ce020036cb8ae22366b8b0922ca1bdae2ae7f5d384,2013-09,City of London Police,City of London Police,,,No location,,,Offender sent to prison
dd6111077d5ce93885c851ea9f252756db31b7c78e2648ce178f241082501a5c,2013-09,City of London Police,City of London Police,,,No location,,,Offender given suspended prison sentence
685ac0285282f3685605866c37ab65edfd6479d1b13d2aec53f8c2f80ad49031,2013-09,City of London Police,City of London Police,-0.078718,51.521038,On or near NORTON FOLGATE,E01004307,Tower Hamlets 015B,Offender fined
a3762ba3dfbcd740b7dc8ee80115c7be3cb40b99a67ba9843c029bdcb6641513,2013-09,City of London Police,City of London Police,-0.089698,51.511812,On or near OXFORD COURT,E01032739,City of London 001F,Offender otherwise dealt with
9f73de221b4defe3462fc679f867acb838bc05815a29dddd76609622ca170ec8,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender given suspended prison sentence
f38e8dfdba305795986b8c0072e69d4e3b0c497ae430fb4e70a7134e8837dffc,2013-09,City of London Police,City of London Police,-0.087118,51.513199,On or near Nightclub,E01032739,City of London 001F,Offender fined
44999f2d196ea478f34caeabc14bbdc68d3760f75fc1ef47b325e1e145516ab6,2013-09,City of London Police,City of London Police,-0.090348,51.519358,On or near MOOR LANE,E01000002,City of London 001B,Offender given conditional discharge
a525c7053003d2c22000d8b1384f10c0c776a4be8518a32be4abb17a8a72618c,2013-09,City of London Police,City of London Police,-0.093057,51.520085,On or near Theatre/Concert Hall,E01000002,City of London 001B,Offender given community sentence
901b7c09d5bce10adc5c8bf782e34d918354cb665d507f1dedff4561d6bf001b,2013-09,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Offender fined
1cf8dc48c8468e972689669b16339e8a82d29323e7ce94a2e4d657df0e804be8,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Offender fined
29b0334b92800d523bb6e5f83658fb9b4cf9bb4bd71d62401b1d0830bff77751,2013-09,City of London Police,City of London Police,,,No location,,,Defendant found not guilty
f988fdce663987daf3e9dae84bcc3b428c9d0738c2243570abfc41135550283a,2013-09,City of London Police,City of London Police,-0.109155,51.516668,On or near FETTER LANE,E01032740,City of London 001G,Offender given suspended prison sentence
4df5cbaa315fb897357a1b9bb7a1d174287a87803b2cbe838f679d07f6ffcc81,2013-09,City of London Police,City of London Police,-0.080782,51.514804,On or near ST MARY AXE,E01032739,City of London 001F,Offender given suspended prison sentence
ad21f09d4165d51c8745fea2cfa1bb2ae6998b128f23dad5c256d3d00f9e604c,2013-09,City of London Police,City of London Police,-0.083993,51.511440,On or near PHILPOT LANE,E01032739,City of London 001F,Offender sent to prison
7a59228f9a8512d606ae20e7695cb44d74043a08afed9832ff2c98846f0c459b,2013-09,City of London Police,City of London Police,,,No location,,,Offender sent to prison
52ccee2acd9d535eb4185f8d1962c0d7bd78bb50baff1c3fd4d07a66b51757ad,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Offender fined
b486e508e7a162826afd83361641ab7dafdc8b93c95edbfcbb2e01fce43392ec,2013-09,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Offender given conditional discharge
8c41a3bb2567db3fa37337349bf3177875724359f0c5330886c74b4f7936cb94,2013-09,City of London Police,City of London Police,-0.084199,51.513394,On or near CORNHILL,E01032739,City of London 001F,Offender given suspended prison sentence
e0523d67ee16708940cfdcb1ec4f58109a092679e46a435f88beabfb3566988f,2013-09,City of London Police,City of London Police,-0.088203,51.518262,On or near MOORGATE,E01032739,City of London 001F,Offender sent to prison
c673539d92a6ed7fd3ef54396be25dce506a633a58707c21fd43a285a4246bc5,2013-09,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Defendant found not guilty
4254b12e5c19ae3a3cd33aabe4f4f75fae6590e3df76abcc2f91c156d17b312d,2013-09,City of London Police,City of London Police,-0.089838,51.516067,On or near COLEMAN STREET,E01032739,City of London 001F,Offender sent to prison
da725026155ef08994486598b1b83d506f6e1746e9130251ee9138449593946c,2013-09,City of London Police,City of London Police,-0.102812,51.517042,On or near Police Station,E01032740,City of London 001G,Defendant found not guilty
f980a90755f11631dd0f6180397ed23633359c601710cbe8dc8406ada7082609,2013-09,City of London Police,City of London Police,-0.084199,51.513394,On or near CORNHILL,E01032739,City of London 001F,Offender otherwise dealt with
b8e3cfaaacc1fc4c311e4b070568259bf2a31468aee8a5d3db3f4fcfa6397939,2013-09,City of London Police,City of London Police,,,No location,,,Offender given suspended prison sentence
f989d11f7f1e1fd77828bafe05af3695ab8c17475685c48ee57c664074fe9149,2013-09,City of London Police,City of London Police,-0.097277,51.515307,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Offender fined
6949a93b6202f835357de780861c457adeade44658ed279314b4a080223450a1,2013-09,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Offender given community sentence
5c3b7ba174096f5b2848120dc116ff3b26eee8da3ddbd963fa19d217e8df8df7,2013-09,City of London Police,City of London Police,-0.083506,51.509993,On or near ST MARY AT HILL,E01032739,City of London 001F,Offender otherwise dealt with
4475d3be53e15cb46e6255d1c0f181186d7c289e986ac63ce479e26ffea6af59,2013-09,City of London Police,City of London Police,,,No location,,,Offender sent to prison
f52d70ed50db52d5c4cf69ec6ee37384f8967c9fe6979a57ae3362c3dfda0c21,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender given suspended prison sentence
b06ef7b7768a99e08a6a1341ddf6cc629309f6a36b3d8ced71f25aa80f353400,2013-09,City of London Police,City of London Police,,,No location,,,Offender sent to prison
