Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
cc3797d5a97ce8824b3497823a1f59719852681d17682f7a18960e0e8a6e99eb,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
ec7651f825f455d088fe49fb15f59a16d2dcbf620e2a32342b8e7aef57d4c574,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
12970cb7cade57c80a86175c51035c69812a138574b6a6c423702cad9e9a5705,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
b5fbf5960cf5c1683915021c0c64087c69011b246f0235afb8f779069fd8ff0c,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
4191269773525c4ed1dbef88f43be68d1acde06794baef25d42ec7639501d2e8,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
533b28c5e73a826263ede2c22f671ece4ecd6330fe01084dd49b9bed93f335a3,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
1dfeda2731626f5cc82638c2f23508dc46dcd4f3a4043b5a8eca870a3e7fa818,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
b3931be4055f8d73a8d7c3f24d7eb9422571dedbbea5d4450d27645d5f4bc5d4,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
31da829d4d00bd8525f7b78c04a86eed914070a131de8b186685be382dab444b,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
28173354710a0cf23a551c8d4f71e207017ed357750e1fa265dcacad67f2551a,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
2c3d3e61130d1879fa95b58bcdae7e07bbb47b7f802d8076411ea2c078dca7a8,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
6ddf4bae401d2253f33dbe319b833572ebfeffafeeb1a1f119c01402858901ad,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
09fe01ed0640f619694c7b9826eb47d74a552d7020ab00f0754b03cdf74cfe16,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
93e7dcfe076adf8082a9a6cb01d19292dad896f2180def98bfa15473f9a79905,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
acacd2077750e33741159159b84759cb300f29f6bc6db66ac7b462ec3e21a2d7,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
aff5facbc9989fb14beba758c1e8a06fd35284d56836d7ed9f63443f72e80506,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d6ac2c47268850781c27d719514cc64f1c81a641ff2565ed8ee50d3a80885c99,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
0214fe75509fbf5f6cec94b0a52411c735f4fc1192db74902b2367c34799b8ca,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
07c4ded7156a1cb8cbbdfd7f7e0110576b6905ee45fa0f9cd22d4f1999ab21c7,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
20605b1b2c304b0455d3d8fc32d763977c8f7acfe0e2cad759af37cef3a09d4a,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
12885b416d635b6ec5ee13a243a6809a5ed1155baf18a09c8faf52e9e4f11466,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
af21e66cf0b9a75296985dbf22fb3b0df2a2755c9eaeb61fe9a997ccc8ef4c62,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
c6eb4f68c57662fcda684c42fa72532e496597fc68b52886a4ab9ed162b55506,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
b0adf6d7cfac5f8e8ef44d9426b6b47cb528e3748bd18ecfe889e5753756f316,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
268db5190ed621508bf290156c9c15ce15a8f048cad65ec5c1db2ea3afe457e7,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d593a51720a17a53006a259b8b03a1d352f02f14752bf64bbe5db06d3a083b99,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
802195f1cdce458a6118d0d4134d78ef752b7765d3c8ac3768e1b41d6950c0c5,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
5e0c1de5ecd4616834be9f544cf48596132b17e84bd915b1904438c424b44d16,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
a0afc31b020ef8fdca3d2d69c33dd8af0c4d7ea5a289f5233af81caaacfd4911,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
20e07701dfc07fe95a02decee56913ce7f34ced2795c8e2e80975f8b900fb5ac,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
e65125fe897dc7d8c42f38a303c0bbb97ad0155313c2e768c282d3b6e7bda093,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
0ed32028e86c6b55694866ab2c9d12d8f2637eefd444d88756500843fdcb15c2,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
5cb41f992b31c672a67be80180dc8bcc72a9374853eb53862dbea735d0dd3735,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
9a093a2b57378ad523f9df854d6f5226ffe0cc3b7ea5bf71ed7695a6d1ace6a4,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
dde996206c307d4fd85b705a45e9032030e5ff2eb6beff82fb2e3bbc478edb50,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
97a718b00331ba9c489d551ff2a4fed599accfc499fc3693c012c40e87f4c8a8,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
a223164004766e88d6c83bbc3cd9319c43159006c95585396729019ceccd8330,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
ec8befe4afb607eca27621cc5ac05c2eff278a87b7ec0ddd14ba7c92902340da,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
679be958c94079f54f517e530754665f7c9d69df1550e0cf7e0b16fa1214c1e8,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
9a1400a666f3435b186c8b98c942bfe3834bff6e933a6f1dc14de0c78b541909,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
963fa325a89cb2ed33cae571700f052cb955293b2f061a981317db42a206cffa,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
405d8bcf790f14f6914127a3bb1ecfad80f26ad1bb4cd3afe352c04a864c4254,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d5cf5f71ef8525040a90ba9640f7050b7b258488ea823612db9746b6e2c48a70,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
12efae14d3476df568c29c3519991ce48a9f6042b2e250dc3999c2a0de1cdbc9,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d7fbf1ab2e0efeeaa993493f8c90c6543076f67e4a89a495a403c48954b5d6ae,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
1e8571c7c03b26375d36955b4f1fa83816572399ed6261ad7c4fdb298a4daf4b,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d660803cfb8cbee7a2a7505fb73fd52b47731e05bbace61701db546a1249d379,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
83668ffa003f51dca85aa556c627d6eb88d5371017c6658603a0e921a5d97e80,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
571945f66763398f6e31e64cbd8f498ee9bbfd43bb5df6bc604621a0a958e1ef,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
41d6a271af343ce4b19879b8dc302a4a90f6987a50d1f055af3f384ddca72f41,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
2f83374cf948b4df1f8eb4b237095a7155150f5628853317b3e393210f0594ee,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
0b0e1715755702e698bf28c5cf2f3ac36e3963a78ecb5a42858e1cd3c975e805,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
a6939d542a9385bef87074938416abe936d174fd4229eb4ee859280530fbdb3d,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
5fc686862bd75cc543ead3522a21bb4190d07c1200448bb668b85dc738c4388e,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
78f20cc40b25726ed47637d4c474011ab74af17bc1a334fa057a6b681d69afb1,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
8a3f946de0b75942255b7b2b9180d528e5c9e23a67da3971cba632c352713f6e,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
e45c0791d9ad781cfc6c1621ad23e2963a4eca06cfc4ff0a8dab646f631bdae9,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
fbfb246c8d4714403154c82917f4882073f6cd85f4b364845c3676429aca9d3f,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
4e75432d6beb67e41ad4280e913c7e8309b77e4cffa7cc59f2e7d9ac85f500aa,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
c8d611dd65d2f19d676a31bc8ec93a1a687a906c7bcaeca098e7b57c80d33cda,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
f0b7ef84171594840f8fd2b82a033f80f33f3db1ea69ce234dec03c0802bb260,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
de12f90236e3ae62dcff1bf4a87c80a6b2b73dd10cd54f19876430f9c1bdfb31,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
866386f8a192b8d92e1d7341df71fefd2f5eace19909bd1c23caac658a47cdba,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
475356fb8e4af218fa865a2d186abed5f1d5261bb133cf61da743f3fdf8d1e18,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
a8ed50eda74016e3f774e745cabb8de8758820996171b44c244d8eac1dc34e2a,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
277534f9b72ff1edab7b54d28c8d368229e3c8b9629661fb7c415dc992f84409,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
375af08145781484c813b2c88e74fbec571a90bfe95be0dd44780c1f6f1868a2,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
cafbaa2f09674e6db40ead1945578a75273ba5b65a9094356f4831e6de1423c6,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d264cdf4db4c80defbe44d4d901aec0e25d98b55dd03a6377d6ec4ed8c5bd8bf,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
2cf38d28253ff66cee92c92881666dfad16ad22e67ced298f70d0a1a739765d8,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
6941db83f226ea731b50da57c969bbc84f63fafc6035e994d301fb009fb3c61f,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
e04a925028e1cca651a59e5a0d29fb26ed64e30e51a68d1b131924b5177c0387,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
355f799a10e3e113b1e4253d9121473135ac572ebf6f64d6111a2e9e408012fe,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
dba6f2ce4c8b3d44051c368066230ff61d09e33508dc70b158ee763a39ab7c49,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
05871176a59f5fa9f11eca8d142380382256b0e59d8f59e285180d94742336ec,2013-09,City of London Police,City of London Police,-0.090710,51.513132,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
f11b1a4bda92939f43bdb992edceb6a6d37c8ed208aee261309fd80bb0f14ece,2013-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
7a9e13747e2b52828f2b40ce1442e0fe13a3c833622fd78301cca31ff17c7ffa,2013-09,City of London Police,City of London Police,-0.102812,51.517042,On or near Police Station,E01032740,City of London 001G,Investigation complete; no suspect identified
7a3cf5ffd726f953884b6b47d0f1f2c9603e058e67a37110995b1a0f7b7f7f6b,2013-09,City of London Police,City of London Police,-0.079448,51.511554,On or near FENCHURCH PLACE,E01032739,City of London 001F,Investigation complete; no suspect identified
76c04484de85c5ef1a43ef5e9e71359e2314343acf7976d785e32ca1b43be9fc,2013-09,City of London Police,City of London Police,-0.076270,51.515504,On or near GRAVEL LANE,E01000005,City of London 001E,Investigation complete; no suspect identified
37ac48cc77ac81de63e5ba205cb3a9965fdc51bd2cbc6e538b6b3d3e3409d873,2013-09,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Investigation complete; no suspect identified
1d964a0aade5b2b2afc1247c4230aad483d832eb12f4e6f62bd33945a626dae4,2013-09,City of London Police,City of London Police,-0.090710,51.513132,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
87b03892c0a64f96c9d9745484cbef700347c25eb66ab45eabdfda2b125d0cbe,2013-09,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
1d1e2286cdd9423f48d10749b33a17ebad637a45771151894f93a2549fe368cd,2013-09,City of London Police,City of London Police,-0.077601,51.518799,On or near STEWARD STREET,E01004307,Tower Hamlets 015B,Investigation complete; no suspect identified
d06b40db4c369e59ea3a518d664a517f6217cab675c595f34ff3f6899d4ea000,2013-09,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
e00e391c308ce90c67627c93c0d15a11dff1174f45503222f7e87e81bedbf0ad,2013-09,City of London Police,City of London Police,-0.104621,51.512692,On or near Supermarket,E01032740,City of London 001G,Investigation complete; no suspect identified
556879991dffe86fb2f8591108a3be72507c640b2938caabe01396d04344c470,2013-09,City of London Police,City of London Police,-0.078127,51.512135,On or near LLOYD'S AVENUE,E01032739,City of London 001F,Investigation complete; no suspect identified
189435d1677fe2364a02d10bd04966dc33f78365a4bd15f11611f72ca98ae175,2013-09,City of London Police,City of London Police,-0.085669,51.515100,On or near AUSTIN FRIARS,E01032739,City of London 001F,Investigation complete; no suspect identified
1f86ed0ea0c0be15a7c49850825fd72d9da19f3b48a3241282357cf5a816cf52,2013-09,City of London Police,City of London Police,-0.080234,51.516855,On or near DEVONSHIRE ROW,E01032739,City of London 001F,Investigation complete; no suspect identified
0fa567316ad718fe015a2f23bc99bf1cbb9ce8603bcfd07c91e43baf17bfa71d,2013-09,City of London Police,City of London Police,-0.073065,51.511180,On or near GOODMAN'S YARD,E01000005,City of London 001E,Investigation complete; no suspect identified
99cefae69b74b46207f439f1c1af025e851ea18aab3a33059e7160d2e644e263,2013-09,City of London Police,City of London Police,-0.094464,51.512959,On or near WATLING COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
0a90c1bece92b545b418f0649011ac8d80b0eb9a13819c5e76ac1438308ee1bd,2013-09,City of London Police,City of London Police,-0.096075,51.514766,On or near FOSTER LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
80c7c85a5865ab76846210cc47b3469ffcf99af28f6484606b76ed0dcae753f7,2013-09,City of London Police,City of London Police,-0.083296,51.517058,On or near OLD BROAD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
00f3106bd2567468c89df6618fd54a3215b2271e8c3e046e314eef8ce080a200,2013-09,City of London Police,City of London Police,-0.109647,51.514887,On or near FETTER LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
eeb180bad26480beaad74460a6292f99ea244907d8b9a31f814c50c5963a5e93,2013-09,City of London Police,City of London Police,-0.095400,51.515753,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Investigation complete; no suspect identified
52aed84eccd08cc7e1b9f9d230410862f5bbc7a5f0a607c140829486ee83972d,2013-09,City of London Police,City of London Police,-0.109647,51.514887,On or near FETTER LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
eac011954a62f5d1b37f5e72523c31cce70d0e0ed9f7dc66ddf1262600abf885,2013-09,City of London Police,City of London Police,-0.090985,51.516886,On or near BASINGHALL AVENUE,E01032739,City of London 001F,Investigation complete; no suspect identified
e12306b8373b4dd06eeddbdf5e43ab3a93871a76f025dfba59616b28cc73e49f,2013-09,City of London Police,City of London Police,-0.080244,51.511828,On or near MARK LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
68194ca75556160a491bb21145ee14e399f5bdb07ca388cf64fe28eeb64ef029,2013-09,City of London Police,City of London Police,-0.089698,51.511812,On or near OXFORD COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
7c895fa85fd1771231f2c5b09bccd6d4999f9b38b5851460b8bbbbf0ec228326,2013-09,City of London Police,City of London Police,-0.092297,51.518949,On or near Park/Open Space,E01000002,City of London 001B,Investigation complete; no suspect identified
47b78d3fc15c35335f8c2607bba7e6a13c32eec3ccda5eca61f451ba5978057d,2013-09,City of London Police,City of London Police,-0.076044,51.512650,On or near INDIA STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
b74ea4043c3af3b522bcaeb9a97c181cba2baf579b7eb0a9e3869b46a908ebc1,2013-09,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
ec26c68df1b930e28025ac5b2176ace90f8ee51b64bb31d5a3aa15dce9d8ea3b,2013-09,City of London Police,City of London Police,-0.091720,51.513454,On or near Supermarket,E01032739,City of London 001F,Investigation complete; no suspect identified
14e7564cb78296cb9e9768a57c4d354d85b9577f44cdb47860c5dde31a632a8a,2013-09,City of London Police,City of London Police,-0.084768,51.512882,On or near CORBET COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
16b9d173daa62c524ff160409ee2a792de6dcfc552714d1cc2e256af1929227a,2013-09,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
10d0bade2f45781d7d7806c249b9c2de0036b274ad9ec7e4340b55c2d7c136e8,2013-09,City of London Police,City of London Police,-0.084621,51.510200,On or near BOTOLPH LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
7b233d6e56a6dd6ea24d317856b79d9bfb59ac81bbdcc73df675c73857624628,2013-09,City of London Police,City of London Police,-0.102380,51.517728,On or near HOSIER LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
e5b52c7a5a44c76f9dbbb442bb9672ec18294e48adc3a72734a6a224bcd9335c,2013-09,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Investigation complete; no suspect identified
035dae3b55c809469c465227cbfa372ede17d8f15e397b97329b3c06721ee7e2,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
b66a7cbf1fb2dad261f9b0b7d9483412c05d586a488f603aeb2308ddbe2356da,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
b0a49e28495fb37a77473477278586b26427f3667a3bfe7922bdd683d34279e6,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
14ee5c127cb995ad0780c7f79a23e8dd2917995f57eab6b1620efa6aae2ca7fc,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender given penalty notice
6ec76e20b6c73b09a4454f5cd0766fb07c04f5d947da2688f5c47a30082169b1,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
bb85122bcf7c032da983f676d03d0de01e2224cf2ff99af59825cee1ea0ddb28,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
f97b6a6393d4cea7394f0742ebdca35a4b5bbdb9935c6aca637d312124592c7e,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
090d7521cb595842e461a7809e2ac57666d2a6dc6058b993d9de544b0d9a0cdb,2013-09,City of London Police,City of London Police,,,No location,,,Offender given penalty notice
962b1c68c13d5d5fb7d6d067e758c2ece5ec859d854dc20662f7faf653966671,2013-09,City of London Police,City of London Police,,,No location,,,Offender given penalty notice
03b3376e5387d5126ec3f2a1c352a1e2996a61b18f3ca11526b91967645cee19,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
df4878cf971aa2d1e6f5bdd187ed2b307038792d3c338d7b18045ee970febe10,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
dc118e97a58c8d34c170bd3cc256be88fccb9670aa0289a3e27c862f65c729f8,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
8f92f08a941b1027f118ebce88a1334598e857079ec42cdc6194c3fe18c94236,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
d7947e98ac87297f9cb4dab7157ce963e7dbb4ba11e5c7c4e8b44186ea400012,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
5575910e0e619aaa2146fc564b3e0ae2f0eeb29cd0ceeb72ab779d5b09bf4639,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
4229c82fbc916922ef9d286d6d08b1b6a47202a3b2a81b99dbe3cd3b1f8d7fc5,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
08bcd90a306f1b5bd70d2304e3f1257a476ba26445b5441b6b3e153eeb488300,2013-09,City of London Police,City of London Police,-0.091494,51.510924,On or near COLLEGE STREET,E01032739,City of London 001F,Offender given a caution
3620b9aa9b0602e0134014e828c9128b72814ed6168c2e5ea0541a98afa3eed2,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
da5e454b83fcd4468ec8dad2a43d302a4bdf5e85e931c66ed0a7ccf7de4ea34d,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
4229c82fbc916922ef9d286d6d08b1b6a47202a3b2a81b99dbe3cd3b1f8d7fc5,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
22ab7e2671438eefba0281507e8e19d3fe53da58ecc15cd6ed0b2f8f29b89304,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
7c194f6269be2624f71ef371ff3835342b4b1fe2acb4abb0396916826915f00a,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
81cf82c74227f691069b6228290126cb563b1e121934f64905826529e261eaf2,2013-09,City of London Police,City of London Police,,,No location,,,Offender given a caution
95d1cb12b89feedb3a314f6dad9d6839bc8c4dacaef2e728c9f49045d52aa058,2013-09,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
01219b22456658b414b0a3b54e92338306386a9578d42089a52a9ecdb0176700,2013-09,City of London Police,City of London Police,-0.089435,51.511223,On or near BUSH LANE,E01032739,City of London 001F,Suspect charged
e1bc6a143b541e97df7704bb4692313ae11b9a84e369df8792ba121498d45323,2013-09,City of London Police,City of London Police,-0.098138,51.520609,On or near CARTHUSIAN STREET,E01033490,Islington 022H,Suspect charged
d896add37be92ae2146286cc3d611f9de3dbc08a04293125dd0e6a2ba79b289d,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
bedb071b0ae308a88019342ac3f6f47114f62d57d5f4b1300b0b2268b56ce816,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
020ebd9b81020baf2bf8b71d5ae80449f9b01936d28cb31dfefbd595992fa9cf,2013-09,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Suspect charged
1b8f29b688a95ab2ed1284ee454b9aa07b6d18d816fd0b6523edeae3d0c9073a,2013-09,City of London Police,City of London Police,-0.104134,51.514699,On or near OLD SEACOAL LANE,E01032740,City of London 001G,Suspect charged
3329e0538d348f9f4c497631cf312fefe9fb64a13933d231bf3dc1236d380e08,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
11d7c1272bb9a37cb225eec9405496092f47d9c816443dc8b2b3d91f74b3b648,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
7cf6279fa26cab4661c8f7d94e8b14e0ad3d2d74695c0f40c0e05fadbdc642d4,2013-09,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Suspect charged
6771b651a324e4cacfd15c49117b6a4275aea38a6c05d1eb940a2197be48cd73,2013-09,City of London Police,City of London Police,-0.101074,51.515162,On or near WARWICK SQUARE,E01032739,City of London 001F,Suspect charged
870585dfcf362cfeeca7d889c173d2cb762c5a949483badf0e5e25e3e36b32c5,2013-09,City of London Police,City of London Police,-0.077655,51.514088,On or near Pedestrian Subway,E01032739,City of London 001F,Suspect charged
8f381aa4ba3115a8bbd737164643ab4ee0c96744a3d816a731b9b93b15ee2617,2013-09,City of London Police,City of London Police,-0.089435,51.511223,On or near BUSH LANE,E01032739,City of London 001F,Suspect charged
929e060d5edd43641f1e7967a1d37bf457df226b240e578b4447fc20cfa3f1a0,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
34e03b2f845973966c680bbe02a88affb84b12f37d0a5c130d40cd13d0bf6600,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Suspect charged
ae812367e1f4453c9838b3d64581e6313b62938d6d9d632f92f120de19ee2bc6,2013-09,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Suspect charged
d4d29ba9dbdb3cb3024eaa68e9a4682dfcaf097c6b26cc7c194c1bca52b45d08,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
426665127d64b72cb05c77a52d5d8f316affceacb6807e2c960314c717965c9c,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
32ff35a7170dc25990677cc1727d9da59e0f16ed05821e6c740244e1741b8333,2013-09,City of London Police,City of London Police,,,No location,,,Suspect charged
a6818c7c0f8cfa7d221bf4b243f02d583c478330d71a23c95751d4ea9083dc64,2013-09,City of London Police,City of London Police,-0.088621,51.518619,On or near MOORFIELDS,E01000002,City of London 001B,Suspect charged
fcd4945ba0a29d06bfd750375d95ce5c6324ce23389bef92c46f296aba9fcaed,2013-09,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Suspect charged
870585dfcf362cfeeca7d889c173d2cb762c5a949483badf0e5e25e3e36b32c5,2013-09,City of London Police,City of London Police,-0.077655,51.514088,On or near Pedestrian Subway,E01032739,City of London 001F,Suspect charged
52ccee2acd9d535eb4185f8d1962c0d7bd78bb50baff1c3fd4d07a66b51757ad,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Suspect charged
3fb0eebfbc25c181165172ca4f60549a780ef0a00b01f322bbb75b8a25223419,2013-09,City of London Police,City of London Police,-0.092628,51.517920,On or near ST ALPHAGE GARDEN,E01000002,City of London 001B,Suspect charged
7f373f94cea8c8d2e427fa62c8f0d163579fa9514f1f38481070aa5094102daf,2013-09,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Suspect charged
f8721c594e3f12a81051347d8a580f3a29f611157c72223c83aaacbccb03b3ae,2013-09,City of London Police,City of London Police,-0.084199,51.513394,On or near CORNHILL,E01032739,City of London 001F,Suspect charged
632bfc0275afef0da67001ff4c1a13fd209143ca4313272db0d38686acd7a981,2013-09,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Suspect charged
