Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7ded361ad3c2f6da5b0749c8509bf2dbfcad9e86e6f4c5fccdf6d08e0e8e94f6,2015-04,City of London Police,City of London Police,-0.087153,51.518910,On or near SOUTH PLACE MEWS,E01032739,City of London 001F,Offender given a caution
ddb6941b381bcd08f639a2d59399054138039f243d986b1fc50177394837b97c,2015-04,City of London Police,City of London Police,-0.074330,51.513647,On or near LITTLE SOMERSET STREET,E01000005,City of London 001E,Suspect charged
9a5ff978c3495891bdc1a409d91b098e46ad330f8739e74d2393c7f9baef5e7f,2015-04,City of London Police,City of London Police,-0.096814,51.512952,On or near ST PAUL'S CHURCH YARD,E01032739,City of London 001F,Investigation complete; no suspect identified
eee9f5f9c7a1c8ffe8d9f4a8d0385fcb6c179a89ec2367818bdeab428c485b83,2015-04,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Suspect charged
21d7f6cd069d74e467cf39d78e3a7d64155021d1bd500abe5b5e12511b7e6963,2015-04,City of London Police,City of London Police,-0.086393,51.510894,On or near EASTCHEAP,E01032739,City of London 001F,Suspect charged
ad48efaeb4e69e9271f5cf955cfa34504d6acfb724d62f8d3db25722a89c7013,2015-04,City of London Police,City of London Police,-0.091151,51.514992,On or near GRESHAM STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
aa4dca44f9b19e8e917e701c7f8e18a32bae6dcd85d7d3e5d8fdf9aed0abd81e,2015-04,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Offender given a drugs possession warning
d3b20cd540d15288a2756a4fb31557d3bd04819384e9257048ec86596aa1873d,2015-04,City of London Police,City of London Police,-0.087084,51.519530,On or near Shopping Area,E01002704,Islington 023D,Investigation complete; no suspect identified
f9ff081cf168f33cf835b6e50b03774396bd13a7f8e4e8e42ee08aa88ca829e9,2015-04,City of London Police,City of London Police,-0.097277,51.515307,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Suspect charged
4101da3218fb2ebae2033c5134278d7c89a6b41d82531d5887205e1b17dd8c47,2015-04,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
