Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
0fc2a251c941995c197c1077fe6b59042fcd53537e02f44f2defd4345bcce61d,2014-05,City of London Police,City of London Police,,,No location,,,Suspect charged
dc9c82d2291c80e2ad746abb8effd89a3df5818df09079c91995117dce880b29,2014-05,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
9ab8057c4f852531d093b07b3f639c6c3843d83e4e251ce201b36210ef879589,2014-05,City of London Police,City of London Police,-0.090348,51.519358,On or near MOOR LANE,E01000002,City of London 001B,Investigation complete; no suspect identified
5fb2deb6e9c9366d31a3011fc7270e49abd500995ccf36a3224528fed5dbf81b,2014-05,City of London Police,City of London Police,-0.109647,51.514887,On or near FETTER LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
8a876194d05db50d12ef26d967876a1a6856e8d9eb49c428fd5473e4f2da4099,2014-05,City of London Police,City of London Police,-0.086272,51.513114,On or near BIRCHIN LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
79075af1ecb6c5797fa64e294b4d174707a72dc6c997d03e1018affd938626e6,2014-05,City of London Police,City of London Police,-0.104134,51.514699,On or near OLD SEACOAL LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
4795e089de59f284a21ac89173ddff9392d4d58776408b3fad243ef27945506b,2014-05,City of London Police,City of London Police,-0.096643,51.512545,On or near DISTAFF LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
9580f27b416d2ff69fd18fb21b42adf03582b21019de657f044504763020bd38,2014-05,City of London Police,City of London Police,-0.088203,51.518262,On or near MOORGATE,E01032739,City of London 001F,Investigation complete; no suspect identified
c69a1b34dc8d411119e45178e768fb749d9e00e286c5bb449df54911724187a3,2014-05,City of London Police,City of London Police,-0.098062,51.517577,On or near MONTAGUE STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
a44d55fbf17480bec66a9019dee64e7228b2c8a5d06daecf101078ebf16a4366,2014-05,City of London Police,City of London Police,-0.106680,51.515882,On or near Parking Area,E01032740,City of London 001G,Investigation complete; no suspect identified
e855ddadd75a3588a99ffd0ec194a90d369d5f7297dd525b7f6826ccd6f775fd,2014-05,City of London Police,City of London Police,-0.094959,51.522868,On or near GOLDEN LANE,E01002706,Islington 023E,Investigation complete; no suspect identified
56976d688c0237319709d2a487c73d5e806e1f66b176f68a83913ae8dd4425df,2014-05,City of London Police,City of London Police,-0.091151,51.516026,On or near BASINGHALL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
df09d927a58dc901b003cd2d7c135a28a3d5d9a84436ffef9e31424d644f0137,2014-05,City of London Police,City of London Police,-0.099818,51.519017,On or near CLOTH FAIR,E01032740,City of London 001G,Investigation complete; no suspect identified
