Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
8bb55258781e2c718b9a7946db4d9f2a1f0b90772feb75b8bd9f509ff5e2b988,2012-09,City of London Police,City of London Police,-0.085355,51.510563,On or near PUDDING LANE,E01032739,City of London 001F,Suspect charged
69ea009f458045ebfe444e5eec4acf1a1c9658207fc83029239e498f9221a360,2012-09,City of London Police,City of London Police,-0.093257,51.513920,On or near BOW LANE,E01032739,City of London 001F,Suspect charged
58743c534daa2880de60fbd11f64567b8cc12aa93b77f59047b87d92635959c4,2012-09,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Suspect charged
307be8fc3365ae64057a74b274386c4003007e93ef6ab358d0e0849930639767,2012-09,City of London Police,City of London Police,-0.089698,51.511812,On or near OXFORD COURT,E01032739,City of London 001F,Suspect charged
6a212aab892929bb47f5cd02299cdb40c585c3ece39054a5abc27792bba16e54,2012-09,City of London Police,City of London Police,-0.101575,51.513857,On or near LUDGATE HILL,E01032739,City of London 001F,Suspect charged
1e72008c0621b8fec0d8759e2368d10ae9f6d0fb39073a63a7191cd51214a3b1,2012-09,City of London Police,City of London Police,-0.104621,51.512692,On or near Supermarket,E01032740,City of London 001G,Offender given a caution
1f7a2b00def2553abde5bb911bc6f86782beab7dd48f569946186ba0ae5a8131,2012-09,City of London Police,City of London Police,-0.077601,51.518799,On or near STEWARD STREET,E01004307,Tower Hamlets 015B,Suspect charged
5981f60d90df2f4973ed4630cd65c0dbd489af99a390be9caa8083949e17294c,2012-09,City of London Police,City of London Police,,,No location,,,Suspect charged
1171a0aa690686bebc93bed9f2d43666eb80abe00745e688934100c9eda75b62,2012-09,City of London Police,City of London Police,-0.101073,51.513453,On or near CREED LANE,E01032739,City of London 001F,Suspect charged
94e4d1cf243d1ba5c86822ee51c9028d8079ecd02dfd844e55f499fd38186d94,2012-09,City of London Police,City of London Police,-0.083296,51.517058,On or near OLD BROAD STREET,E01032739,City of London 001F,Suspect charged
e2213fe65d2c113f2066f580cdcfa59f00b772652bf5994487222a0ae81f06bb,2012-09,City of London Police,City of London Police,-0.112939,51.518231,On or near SOUTHAMPTON BUILDINGS,E01032740,City of London 001G,Offender given a caution
ce9228de28e4f60399ebcdda3ad1d75aa779c188d77483ebb62ff6d680601eb3,2012-09,City of London Police,City of London Police,-0.084199,51.513394,On or near CORNHILL,E01032739,City of London 001F,Offender given a caution
07e28ccad2e8edcbf534d3cd0be7a637e8a2ed55c73cda040c882887cf68e60e,2012-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
8a1637b47b1930c0d0e10f5b0c4aa67ffc44f02ec4c485d364c300046a52f2dc,2012-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d0ce1013bdfbb194c3d5cce3a9894fcd16b25da94f0adc83a68eee1b599dc714,2012-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
70968a3f4768b9723a33a20875865f4cc980d61aff09758f19ba8cb1a2765aba,2012-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
93d58aa9971f974b5505bb4067b4b11d3abef2fbacc9bf5dd0e2b0077e9d106d,2012-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
bd521fc4dcddb604317021c577ac89a26a3b0e030ae5ceba7b90202e0c7c60ce,2012-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
ab2432c3bc7db0a51193eead2764872ffd56b7c41512500bf6780a87c7934293,2012-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
4f660ab47c3d99f08b72c977a1c211f8538fe4b8af92d2f39fccf943e75ff5c9,2012-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
6fef274b94e2022400c2ba4ff171adf1f2fca0991916a8941a7d5c03d3809bb7,2012-09,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
b334ba61df2fdbe03e18cd6c3ad9cad9297b1abbf46ef1ce82dea197071d9c8d,2012-09,City of London Police,City of London Police,-0.087118,51.513199,On or near Nightclub,E01032739,City of London 001F,Investigation complete; no suspect identified
aeaa23563aa832bd05103d60786a958c8928af93b68f1b41e9e530a4f79e7096,2012-09,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
d32c2cb1fe24655bd8422d554a876ecc46558db99af59001bbc767d87b7886d7,2012-09,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Investigation complete; no suspect identified
