Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
4c1b88d854069e013efde6eb46196049e0747d46e786f0275035e9b5861ffa47,2014-01,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Investigation complete; no suspect identified
99b7014a25a7b0766362fdb676b014e055e20b6d0971604cb7c12504cef744e5,2014-01,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Investigation complete; no suspect identified
ad86388fa6f78b299989f0d2e24d25b04d849f070db0dd1e34b23a2a8ef33dbd,2014-01,City of London Police,City of London Police,-0.077578,51.510795,On or near PEPYS STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
42acc669d6a4a8df315b1818ecf8706e67b51bc91dc5524daa6db8ec45f354ba,2014-01,City of London Police,City of London Police,-0.080665,51.509344,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
bf49180be56bda0f787e5c9f4e17aa91b777323063ce2f7acede2945c350542b,2014-01,City of London Police,City of London Police,-0.074901,51.506255,On or near A100,E01004293,Tower Hamlets 027B,Offender given a drugs possession warning
0e4a282842a6b612e67b3b4375eb23d67df8dfd1990bfe315a69912c5213d3a1,2014-01,City of London Police,City of London Police,-0.077300,51.512607,On or near CARLISLE AVENUE,E01032739,City of London 001F,Offender given a drugs possession warning
da7b85aa413d683ad359fd2e5251afd02677e9528ddaf1eda67b706a549235e0,2014-01,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Offender given a drugs possession warning
116dcae7eb962fabd6ef296e318bc038973f1f135c6117622e51bd20667eeee3,2014-01,City of London Police,City of London Police,-0.104281,51.516032,On or near BEAR ALLEY,E01032740,City of London 001G,Offender given a drugs possession warning
a2c65102ec5be2ff0f9bf607b69fade0ff5e77ad5a807a320b47b943a7d0ff56,2014-01,City of London Police,City of London Police,-0.085355,51.510563,On or near PUDDING LANE,E01032739,City of London 001F,Offender given a drugs possession warning
9fed329c889a2b29d9cf5449669cf560e436fbfd55222be69abfa8d702efe227,2014-01,City of London Police,City of London Police,-0.085355,51.510563,On or near PUDDING LANE,E01032739,City of London 001F,Offender given a drugs possession warning
7308577d0e3145568f801b3c61a1536f9c1c8ec2b927e42dfd8dbb5b5c6bde01,2014-01,City of London Police,City of London Police,-0.084095,51.516900,On or near NEW BROAD STREET,E01032739,City of London 001F,Offender given a drugs possession warning
95bcb1e630d075c12c72840b5cabf95e8716d56fba42bc8400ed534018b72207,2014-01,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Offender given a drugs possession warning
f82ea050d4792babbde08e7c963711e8e8389a3289c8c5e58802b140a32542ef,2014-01,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Offender given a drugs possession warning
05ff211806886599488308eceb3d0fa53cd8a832c629b73f3a7d0f059ee1a8bf,2014-01,City of London Police,City of London Police,-0.077300,51.512607,On or near CARLISLE AVENUE,E01032739,City of London 001F,Offender given a drugs possession warning
fc406e866f7ffa285fb8df5c415b04f0740cd2f3484c034f1bc4bdbc6172c0b8,2014-01,City of London Police,City of London Police,-0.091084,51.513830,On or near OLD JEWRY,E01032739,City of London 001F,Suspect charged
0edd77ddd7001355227adc04c7f3e9870182c89af7722580f09474f7b763cef8,2014-01,City of London Police,City of London Police,,,No location,,,Suspect charged
842b480dcff572017aaaa274f20e2371e42c951404514851d689f83c1e6c989c,2014-01,City of London Police,City of London Police,,,No location,,,Offender given a caution
887406da28c0ebd47afb5ccc7c49cd8a583791510b7bb15ed69e006122094fff,2014-01,City of London Police,City of London Police,,,No location,,,Offender given a drugs possession warning
91a4aa704aa77a04c4d5bbd350046112567ba5cd2f26498436ddd7481ee3bc70,2014-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
da4ac045471ba4d70ff4927ad769c7d59ae63cabe8b6ad7d553c4bfab5d32c2c,2014-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
3faa462d19ff365650498ac2d0875351ddff7375ef324db33746034363181895,2014-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
