Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
2964b887c12cddfaa3c416c8e73c8903969d35346ad3a815b125231306dd743c,2015-10,City of London Police,City of London Police,,,No location,,,Suspect charged
e51f5316ec3feae442a5121fa436106acb6bb8a86073d89061e97a0871e423f8,2015-10,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
e714b5b76b027ef552540110e146ae38f1cfaf90dd99a73fb92b94b52a6d722f,2015-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
4b4cedd19f4eec3f4a6755bdb708334ece2a81b8274c298c96782ddded8c9c09,2015-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
159568c6beeab3a18eb12befdec5a2df6f3a81b0f3a8fafc9c0338d32aff2b75,2015-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
a2a4f6289f0243d4e5e4f587de4585c7e7886b9cef95fa6a5d4a0139dad2a594,2015-10,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
bb7b5f9655710753d2b4b04ed7885db16e07ab9be0372d63c59c01a074f73330,2015-10,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Formal action is not in the public interest
945d51c38ff9dd8a09b8f2fee8fb5ffaacaa98114d94fe66be30b0b63c831bec,2015-10,City of London Police,City of London Police,-0.080322,51.510651,On or near MARK LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
830ba28beff84a510712b52bebaa5eed07e2a50c9bdb7ce8b720b362981363f1,2015-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
d074a034f1e1bb151c18dcae1ecae1f23a2f343f7377fbcff936d938c3030c32,2015-10,City of London Police,City of London Police,-0.092865,51.510182,On or near Parking Area,E01032739,City of London 001F,Investigation complete; no suspect identified
dd5ea32e60d2d2283cda16a1a8edf7a8e0acfbc78f9f1d4b4476f586a955a128,2015-10,City of London Police,City of London Police,-0.095892,51.516391,On or near NOBLE STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
