Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
957cc5957748eb3620b48f5f25e8bf0386bd09ec1042559fd7aae21aa7a659ca,2013-04,City of London Police,City of London Police,-0.095436,51.514890,On or near GUTTER LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
09922222587a31b8d40a3ab4e404c18b8a33cf8a13d6d906cd4ade83f469d991,2013-04,City of London Police,City of London Police,-0.087118,51.513199,On or near Nightclub,E01032739,City of London 001F,Investigation complete; no suspect identified
bb8b70cd17f08b8560ffde747a632a300d794cfc71549cb3d9b182e92d3bd503,2013-04,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
f1cbda4e902c4f5e6ec19cd8f2a777186b1956ff7b447265e76832a918c7f5f1,2013-04,City of London Police,City of London Police,,,No location,,,Offender given a caution
f1cbda4e902c4f5e6ec19cd8f2a777186b1956ff7b447265e76832a918c7f5f1,2013-04,City of London Police,City of London Police,,,No location,,,Offender given a caution
f1cbda4e902c4f5e6ec19cd8f2a777186b1956ff7b447265e76832a918c7f5f1,2013-04,City of London Police,City of London Police,,,No location,,,Offender given a caution
54c180b3f124c4542a8789842e620f2afb1466f174b0ba769ffb857b72c92e09,2013-04,City of London Police,City of London Police,,,No location,,,Offender given a drugs possession warning
cb8aed24390d285daa987f4b046753be189455e56301fd1ee6985463186c82e4,2013-04,City of London Police,City of London Police,,,No location,,,Offender given penalty notice
84d3419085b4e8b668abd6f5bdb738a6f0ee5bd1e2be3b82af066f823728edb6,2013-04,City of London Police,City of London Police,,,No location,,,Offender given a caution
58efeb359f3dd25b37383a410b4584da611740d5ba64e061037cbdeee9b7151f,2013-04,City of London Police,City of London Police,-0.104684,54.127648,On or near MARINE VALLEY,E01012937,East Riding of Yorkshire 002D,Investigation complete; no suspect identified
