Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
9b618183e1ca20e85f705ebd7a94f2ec17cd394ed467ce3ad5dca28823a0f858,2012-07,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
0009cfa0e5685e3d19b0231536be4fce7c3c446e37e1cb5e87779f8e8510fadb,2012-07,City of London Police,City of London Police,,,No location,,,Suspect charged
5fc5d8e618fce937b5b9a5c84f7b06461bdabd071356e3abadb1eede3ef2f49f,2012-07,City of London Police,City of London Police,-0.101320,51.519302,On or near GRAND AVENUE,E01032740,City of London 001G,Suspect charged
3da7a752ad58b0aeae44e45046162910123bcc7f36ca8e02695907d9a957e7eb,2012-07,City of London Police,City of London Police,-0.103494,51.518654,On or near Shopping Area,E01032740,City of London 001G,Suspect charged
0fb7e2141627e0aa27e0685cbcfb197a63b36ce4d8e6d132ff80e6953b400baa,2012-07,City of London Police,City of London Police,-0.080244,51.511828,On or near MARK LANE,E01032739,City of London 001F,Suspect charged
ee3aed24ac2fe921585dd1a57a48604e86105f372038a06f84607ef434023854,2012-07,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Suspect charged
f1cbb9194ce3b20f831086ba7f6f5a6136e50625044a5aeb706798f3f3c25115,2012-07,City of London Police,City of London Police,,,No location,,,Suspect charged
b01017115e22b9335f064f185895c4056c9ddede9ecd20fa4b63bb2d847acab8,2012-07,City of London Police,City of London Police,-0.101452,51.512650,On or near ST ANDREW'S HILL,E01032739,City of London 001F,Suspect charged
9557aa69173a3805496590c2c00004edc59d721ab2769ce8a078c91df3caa39b,2012-07,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Offender given a caution
f365475c6c642ccbddc06c0340a58cbb89c5f9cd20ae1140d47cc676784487a1,2012-07,City of London Police,City of London Police,,,No location,,,Offender given a caution
642d9568a87f971aa1c37e1951df913acf1c4c7fa26953d74d1985db05b3de9d,2012-07,City of London Police,City of London Police,,,No location,,,Offender given a caution
2cabd3b4e389ed2afe025743055934d8f8248731391566364dc197446b962f4d,2012-07,City of London Police,City of London Police,-0.084566,51.517690,On or near BLOMFIELD STREET,E01032739,City of London 001F,Offender given a caution
bd521fc4dcddb604317021c577ac89a26a3b0e030ae5ceba7b90202e0c7c60ce,2012-07,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
4c86f9302e01ad052974cd2492d44e54d2a6fadfc27fd5568505b664ff82e10c,2012-07,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
1c5ba1e7395a4a65cf6f4c5f5c3290fe4f52269c591df5c6e21fd8567215e4dd,2012-07,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
eeb2930d7f7d2e7139a3f9628f4eb4a71df105b43043bac70f45117b484a92e4,2012-07,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
a631753077f272ecff1626065aa2abea155fd96af440568f38f4dacf1eaa800c,2012-07,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
0ebc1b1537155cbc4658474586c91464882fd9d66b424843a55633955df29da6,2012-07,City of London Police,City of London Police,-0.088203,51.518262,On or near MOORGATE,E01032739,City of London 001F,Suspect charged
0dc7e687a8907ac59e65c918a8b9aacc22862500190df241c3d6195d6badd104,2012-07,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Suspect charged
957d6ac149ed93e0117be4cf0fc9a5749e8f3a71d603d521a8a9f37d4444c08e,2012-07,City of London Police,City of London Police,-0.079674,51.514409,On or near BURY STREET,E01032739,City of London 001F,Suspect charged
2286ac8cc8effb7435adf705d34af8af99dcde12bd122db874cba05af86c8b62,2012-07,City of London Police,City of London Police,-0.089698,51.511812,On or near OXFORD COURT,E01032739,City of London 001F,Suspect charged
7ba6a2eacc57e01c19c617772b9cc1ff816160a937ee773c32e3e0d49a9dd87a,2012-07,City of London Police,City of London Police,-0.080322,51.510651,On or near MARK LANE,E01032739,City of London 001F,Suspect charged
c4b3134f61f946471563d0791069093ce9aec281f8a75473d4c0054a7fd601b3,2012-07,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Suspect charged
b01017115e22b9335f064f185895c4056c9ddede9ecd20fa4b63bb2d847acab8,2012-07,City of London Police,City of London Police,-0.101452,51.512650,On or near ST ANDREW'S HILL,E01032739,City of London 001F,Suspect charged
b3b17083702a04690461cc442e9eb01cb9890249faf78c57f8e8a0bd6571f306,2012-07,City of London Police,City of London Police,-0.092865,51.510182,On or near Parking Area,E01032739,City of London 001F,Suspect charged
2b214a26a6a637adf436a3a272e7da5d384091740eb25ee03068c61e6e4c7325,2012-07,City of London Police,City of London Police,-0.092517,51.520580,On or near WHITECROSS STREET,E01000002,City of London 001B,Suspect charged
849b9502cc023bc214d0a5d2c338cb10c29cc40e07ff77e74e2533cda257649c,2012-07,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Suspect charged
