Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7790e1688ef371ab1a722447aff9ff1f4790946d4963e83c10f3673318edd78a,2012-10,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
fad10fb40e59de1a8434577652eb5c907dfdfed8bffe7f5e169115441be75fff,2012-10,City of London Police,City of London Police,-0.086278,51.509876,On or near FISH STREET HILL,E01032739,City of London 001F,Suspect charged
72951501272deaa49fe0f7eb38d218fbaef4a2b6209173f717bed3879a615786,2012-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
e6ac125118777dc4cff97ed1f31ca67d514935d0d0b00f82baa8cc1f2916e73d,2012-10,City of London Police,City of London Police,-0.077224,51.516122,On or near Shopping Area,E01000005,City of London 001E,Investigation complete; no suspect identified
0084f3a2747a5d2751472cf251e3d9ca8010d0f9bd74ace67da46fada35c940c,2012-10,City of London Police,City of London Police,-0.104621,51.512692,On or near Supermarket,E01032740,City of London 001G,Investigation complete; no suspect identified
7b262f33f448fb5794700fa5304ddb3bb218c1c9e6ca01a8f27ac27106b0a58b,2012-10,City of London Police,City of London Police,-0.084105,51.515281,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Investigation complete; no suspect identified
72e94855490d222d55fa2783dc30956c60930003a4a3db02c6007ef9f63ad1e7,2012-10,City of London Police,City of London Police,-0.099818,51.519017,On or near CLOTH FAIR,E01032740,City of London 001G,Investigation complete; no suspect identified
e3af01be76335305e8436aa1e726828b2a33281b64b786e857384270541b4df9,2012-10,City of London Police,City of London Police,-0.079607,51.515657,On or near ST MARY AXE,E01000005,City of London 001E,Investigation complete; no suspect identified
15f06f9d109e97a5bb3b934564fb24b707767625b99dd467cd68a0c73b45e176,2012-10,City of London Police,City of London Police,-0.087666,51.511122,On or near CANNON STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
f57cf32510db0d7a0b44bf88971fcc40bf75841cbfff5e4863efb662bc490dbc,2012-10,City of London Police,City of London Police,-0.084105,51.515281,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Investigation complete; no suspect identified
04fafe439b009c775e0d7b537562905462d8ef8c8d7f41265759d026ba4d7f8f,2012-10,City of London Police,City of London Police,-0.090348,51.519358,On or near MOOR LANE,E01000002,City of London 001B,Investigation complete; no suspect identified
e59e2e5b4f44509be052c8409d455050eb9624b7b3c169210f640f7d7bd675f3,2012-10,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Investigation complete; no suspect identified
f85446bde3d798ee2b44eed6aec30081c5f0ce18bead058dece15fe181f328eb,2012-10,City of London Police,City of London Police,-0.084201,51.510949,On or near PHILPOT LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
7fcde3d7ff2fbb3c574247f2dffc9870f05486cdd42bea0bd85e41296cbbb8bd,2012-10,City of London Police,City of London Police,-0.088621,51.518619,On or near MOORFIELDS,E01000002,City of London 001B,Investigation complete; no suspect identified
e4e0cdd4c5f8680117e803aae57c932d94504893beb4316d71db3a47107243fc,2012-10,City of London Police,City of London Police,-0.079011,51.509614,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
8b6bfaea839e5146078207d04fcb0fc63db9c98b71ee9c8527fcc9bbb1ff103c,2012-10,City of London Police,City of London Police,-0.082811,51.510054,On or near IDOL LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
ccaa7c9e010b9f2d34db63338a70b482d4d2e50e6e1cf6c2e7a904f44fb159e7,2012-10,City of London Police,City of London Police,-0.088995,51.512088,On or near ST SWITHIN'S LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
88dfb8170fd2e1df96204077cc1325f9e4f151f8302f7fbe8c17b7ca212841d6,2012-10,City of London Police,City of London Police,-0.104134,51.514699,On or near OLD SEACOAL LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
96b5d61ad512acd0e476c768ce5c11b26c2c9b60518e431310931ee8caaf69b9,2012-10,City of London Police,City of London Police,-0.082628,51.518189,On or near SUN STREET PASSAGE,E01032739,City of London 001F,Investigation complete; no suspect identified
fb5a915ee63cce32c48ae46dde64a86fa2a886a31b321f8ef5a23fb95c8ce753,2012-10,City of London Police,City of London Police,-0.088995,51.512088,On or near ST SWITHIN'S LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
d8214a6d4c116fa51df331039550d624c03434118b7fa30522db39e2a1128af2,2012-10,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Investigation complete; no suspect identified
869fa8ab5e51097ba21f1fc0f377af8004d22db60c23e1b679503765d940e14c,2012-10,City of London Police,City of London Police,-0.090348,51.519358,On or near MOOR LANE,E01000002,City of London 001B,Investigation complete; no suspect identified
ff6f5cb3516d263869b7fb9f25cbd6651a5ad15df85254b579d0493894436003,2012-10,City of London Police,City of London Police,-0.078779,51.508971,On or near GLOUCESTER COURT,E01004293,Tower Hamlets 027B,Investigation complete; no suspect identified
da7583a7bfe90a2540425fbe651fafa19a093f321c1f5d2b3647f8124226a70a,2012-10,City of London Police,City of London Police,-0.080318,51.520678,On or near PRIMROSE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
c45b07b9d1751adf4add55bcec613f49be008ecc842f5b20776c4c9142137891,2012-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
f27019b90ec2a63348137066d71670fe4d2c5c62399e736684c87407359ed177,2012-10,City of London Police,City of London Police,-0.089698,51.511812,On or near OXFORD COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
27bc17194853023886e72961603fd78e6b20cf050bc852e28a0e08b0ad5045d1,2012-10,City of London Police,City of London Police,-0.085149,51.517196,On or near BLOMFIELD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
dea1504ede26b1478d63e1d971e845769a737a6b677979411d39e06b93966341,2012-10,City of London Police,City of London Police,-0.085149,51.517196,On or near BLOMFIELD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
